NAME,female,state,county,tract,population,period
"Census Tract 8025.02, Cook County, Illinois",3824.0,17,31,802502,9435.0,2005-2009
"Census Tract 8025.03, Cook County, Illinois",3091.0,17,31,802503,5881.0,2005-2009
"Census Tract 8025.04, Cook County, Illinois",3596.0,17,31,802504,6955.0,2005-2009
"Census Tract 8026.01, Cook County, Illinois",4024.0,17,31,802601,7504.0,2005-2009
"Census Tract 8026.05, Cook County, Illinois",3579.0,17,31,802605,6721.0,2005-2009
"Census Tract 8026.06, Cook County, Illinois",3940.0,17,31,802606,8084.0,2005-2009
"Census Tract 8027.01, Cook County, Illinois",3305.0,17,31,802701,6524.0,2005-2009
"Census Tract 8027.02, Cook County, Illinois",2495.0,17,31,802702,4569.0,2005-2009
"Census Tract 8028.01, Cook County, Illinois",2325.0,17,31,802801,4576.0,2005-2009
"Census Tract 8028.02, Cook County, Illinois",3567.0,17,31,802802,6348.0,2005-2009
"Census Tract 8029, Cook County, Illinois",3295.0,17,31,802900,6035.0,2005-2009
"Census Tract 8030.05, Cook County, Illinois",1283.0,17,31,803005,2509.0,2005-2009
"Census Tract 8030.06, Cook County, Illinois",4135.0,17,31,803006,7655.0,2005-2009
"Census Tract 8030.07, Cook County, Illinois",2853.0,17,31,803007,5497.0,2005-2009
"Census Tract 8030.08, Cook County, Illinois",2384.0,17,31,803008,4704.0,2005-2009
"Census Tract 8030.09, Cook County, Illinois",4017.0,17,31,803009,8173.0,2005-2009
"Census Tract 8030.10, Cook County, Illinois",2630.0,17,31,803010,4920.0,2005-2009
"Census Tract 8030.11, Cook County, Illinois",3991.0,17,31,803011,7816.0,2005-2009
"Census Tract 8031, Cook County, Illinois",1556.0,17,31,803100,3344.0,2005-2009
"Census Tract 8032, Cook County, Illinois",3108.0,17,31,803200,5750.0,2005-2009
"Census Tract 8033, Cook County, Illinois",2648.0,17,31,803300,5054.0,2005-2009
"Census Tract 8034, Cook County, Illinois",3443.0,17,31,803400,6192.0,2005-2009
"Census Tract 8035, Cook County, Illinois",2682.0,17,31,803500,5456.0,2005-2009
"Census Tract 8215, Cook County, Illinois",1372.0,17,31,821500,2655.0,2005-2009
"Census Tract 8216, Cook County, Illinois",2443.0,17,31,821600,4479.0,2005-2009
"Census Tract 8217, Cook County, Illinois",2498.0,17,31,821700,4586.0,2005-2009
"Census Tract 8218, Cook County, Illinois",2792.0,17,31,821800,5301.0,2005-2009
"Census Tract 8219, Cook County, Illinois",2807.0,17,31,821900,4990.0,2005-2009
"Census Tract 8220, Cook County, Illinois",2035.0,17,31,822000,4120.0,2005-2009
"Census Tract 8221.01, Cook County, Illinois",2003.0,17,31,822101,4106.0,2005-2009
"Census Tract 8221.02, Cook County, Illinois",2017.0,17,31,822102,3708.0,2005-2009
"Census Tract 8222, Cook County, Illinois",1783.0,17,31,822200,3852.0,2005-2009
"Census Tract 8223.01, Cook County, Illinois",1777.0,17,31,822301,3540.0,2005-2009
"Census Tract 8223.02, Cook County, Illinois",2304.0,17,31,822302,4309.0,2005-2009
"Census Tract 8224, Cook County, Illinois",2727.0,17,31,822400,5946.0,2005-2009
"Census Tract 8225, Cook County, Illinois",2178.0,17,31,822500,4103.0,2005-2009
"Census Tract 8226.01, Cook County, Illinois",2425.0,17,31,822601,4269.0,2005-2009
"Census Tract 8226.02, Cook County, Illinois",3293.0,17,31,822602,6146.0,2005-2009
"Census Tract 8227.01, Cook County, Illinois",2251.0,17,31,822701,3916.0,2005-2009
"Census Tract 8227.02, Cook County, Illinois",1869.0,17,31,822702,3545.0,2005-2009
"Census Tract 8228.01, Cook County, Illinois",1839.0,17,31,822801,3399.0,2005-2009
"Census Tract 8228.02, Cook County, Illinois",1832.0,17,31,822802,3482.0,2005-2009
"Census Tract 8229, Cook County, Illinois",1024.0,17,31,822900,2085.0,2005-2009
"Census Tract 8230.01, Cook County, Illinois",3576.0,17,31,823001,7052.0,2005-2009
"Census Tract 8230.02, Cook County, Illinois",2314.0,17,31,823002,4924.0,2005-2009
"Census Tract 8231.01, Cook County, Illinois",2008.0,17,31,823101,4065.0,2005-2009
"Census Tract 8231.02, Cook County, Illinois",1540.0,17,31,823102,3490.0,2005-2009
"Census Tract 8232, Cook County, Illinois",2721.0,17,31,823200,5050.0,2005-2009
"Census Tract 8233.02, Cook County, Illinois",3051.0,17,31,823302,5827.0,2005-2009
"Census Tract 8233.03, Cook County, Illinois",2228.0,17,31,823303,4118.0,2005-2009
"Census Tract 8233.04, Cook County, Illinois",2850.0,17,31,823304,5842.0,2005-2009
"Census Tract 8234, Cook County, Illinois",2359.0,17,31,823400,4643.0,2005-2009
"Census Tract 8235, Cook County, Illinois",2424.0,17,31,823500,4789.0,2005-2009
"Census Tract 8236.02, Cook County, Illinois",3583.0,17,31,823602,6365.0,2005-2009
"Census Tract 8236.03, Cook County, Illinois",949.0,17,31,823603,1902.0,2005-2009
"Census Tract 8236.04, Cook County, Illinois",1710.0,17,31,823604,3241.0,2005-2009
"Census Tract 8236.05, Cook County, Illinois",2238.0,17,31,823605,4182.0,2005-2009
"Census Tract 8237.02, Cook County, Illinois",3266.0,17,31,823702,6287.0,2005-2009
"Census Tract 8237.03, Cook County, Illinois",3294.0,17,31,823703,6442.0,2005-2009
"Census Tract 8237.04, Cook County, Illinois",1973.0,17,31,823704,4028.0,2005-2009
"Census Tract 8237.05, Cook County, Illinois",2527.0,17,31,823705,4598.0,2005-2009
"Census Tract 8238.01, Cook County, Illinois",2834.0,17,31,823801,5205.0,2005-2009
"Census Tract 8238.03, Cook County, Illinois",3408.0,17,31,823803,6647.0,2005-2009
"Census Tract 8238.04, Cook County, Illinois",3205.0,17,31,823804,6200.0,2005-2009
"Census Tract 8239.01, Cook County, Illinois",1889.0,17,31,823901,3514.0,2005-2009
"Census Tract 8239.03, Cook County, Illinois",2531.0,17,31,823903,4903.0,2005-2009
"Census Tract 8239.04, Cook County, Illinois",2528.0,17,31,823904,4606.0,2005-2009
"Census Tract 8240.01, Cook County, Illinois",5866.0,17,31,824001,10828.0,2005-2009
"Census Tract 8240.02, Cook County, Illinois",4643.0,17,31,824002,9265.0,2005-2009
"Census Tract 8241.04, Cook County, Illinois",12906.0,17,31,824104,24692.0,2005-2009
"Census Tract 8241.05, Cook County, Illinois",3518.0,17,31,824105,7019.0,2005-2009
"Census Tract 8241.06, Cook County, Illinois",3484.0,17,31,824106,7126.0,2005-2009
"Census Tract 8241.07, Cook County, Illinois",3471.0,17,31,824107,6485.0,2005-2009
"Census Tract 8241.08, Cook County, Illinois",4279.0,17,31,824108,8140.0,2005-2009
"Census Tract 8241.09, Cook County, Illinois",5283.0,17,31,824109,10776.0,2005-2009
"Census Tract 8241.10, Cook County, Illinois",4448.0,17,31,824110,8661.0,2005-2009
"Census Tract 8241.11, Cook County, Illinois",5994.0,17,31,824111,11241.0,2005-2009
"Census Tract 8241.12, Cook County, Illinois",4249.0,17,31,824112,7994.0,2005-2009
"Census Tract 8243, Cook County, Illinois",2648.0,17,31,824300,5336.0,2005-2009
"Census Tract 8244, Cook County, Illinois",1131.0,17,31,824400,2185.0,2005-2009
"Census Tract 8245.03, Cook County, Illinois",3398.0,17,31,824503,6470.0,2005-2009
"Census Tract 8245.05, Cook County, Illinois",3510.0,17,31,824505,6788.0,2005-2009
"Census Tract 8245.06, Cook County, Illinois",3793.0,17,31,824506,7381.0,2005-2009
"Census Tract 8245.07, Cook County, Illinois",2633.0,17,31,824507,5018.0,2005-2009
"Census Tract 8246.01, Cook County, Illinois",1918.0,17,31,824601,3982.0,2005-2009
"Census Tract 8246.02, Cook County, Illinois",3301.0,17,31,824602,6182.0,2005-2009
"Census Tract 8247.01, Cook County, Illinois",1620.0,17,31,824701,3604.0,2005-2009
"Census Tract 8247.02, Cook County, Illinois",2768.0,17,31,824702,5595.0,2005-2009
"Census Tract 8248, Cook County, Illinois",3133.0,17,31,824800,6492.0,2005-2009
"Census Tract 8249, Cook County, Illinois",1354.0,17,31,824900,2738.0,2005-2009
"Census Tract 8250, Cook County, Illinois",2293.0,17,31,825000,5013.0,2005-2009
"Census Tract 8252, Cook County, Illinois",868.0,17,31,825200,1842.0,2005-2009
"Census Tract 8253.01, Cook County, Illinois",4230.0,17,31,825301,8470.0,2005-2009
"Census Tract 8253.02, Cook County, Illinois",3465.0,17,31,825302,6932.0,2005-2009
"Census Tract 8254, Cook County, Illinois",3524.0,17,31,825400,6972.0,2005-2009
"Census Tract 8255.01, Cook County, Illinois",3111.0,17,31,825501,5969.0,2005-2009
"Census Tract 8255.03, Cook County, Illinois",3522.0,17,31,825503,5860.0,2005-2009
"Census Tract 8255.04, Cook County, Illinois",2077.0,17,31,825504,3962.0,2005-2009
"Census Tract 8255.05, Cook County, Illinois",3055.0,17,31,825505,5805.0,2005-2009
"Census Tract 8256, Cook County, Illinois",2839.0,17,31,825600,5462.0,2005-2009
"Census Tract 8257, Cook County, Illinois",2028.0,17,31,825700,3973.0,2005-2009
"Census Tract 8258.01, Cook County, Illinois",2183.0,17,31,825801,3738.0,2005-2009
"Census Tract 8258.02, Cook County, Illinois",3141.0,17,31,825802,5541.0,2005-2009
"Census Tract 8258.03, Cook County, Illinois",3284.0,17,31,825803,5585.0,2005-2009
"Census Tract 8259, Cook County, Illinois",1918.0,17,31,825900,3545.0,2005-2009
"Census Tract 8260, Cook County, Illinois",1660.0,17,31,826000,3189.0,2005-2009
"Census Tract 8261, Cook County, Illinois",3364.0,17,31,826100,7038.0,2005-2009
"Census Tract 8262.01, Cook County, Illinois",1720.0,17,31,826201,3327.0,2005-2009
"Census Tract 8262.02, Cook County, Illinois",3218.0,17,31,826202,5521.0,2005-2009
"Census Tract 8263.01, Cook County, Illinois",2196.0,17,31,826301,3975.0,2005-2009
"Census Tract 8263.03, Cook County, Illinois",1826.0,17,31,826303,3665.0,2005-2009
"Census Tract 8263.04, Cook County, Illinois",2371.0,17,31,826304,3749.0,2005-2009
"Census Tract 8264.01, Cook County, Illinois",2281.0,17,31,826401,4510.0,2005-2009
"Census Tract 8264.02, Cook County, Illinois",2791.0,17,31,826402,5481.0,2005-2009
"Census Tract 8265, Cook County, Illinois",3268.0,17,31,826500,6237.0,2005-2009
"Census Tract 8266, Cook County, Illinois",3166.0,17,31,826600,5687.0,2005-2009
"Census Tract 8267, Cook County, Illinois",2954.0,17,31,826700,5665.0,2005-2009
"Census Tract 8268, Cook County, Illinois",2697.0,17,31,826800,5260.0,2005-2009
"Census Tract 8269.01, Cook County, Illinois",1141.0,17,31,826901,2375.0,2005-2009
"Census Tract 8269.02, Cook County, Illinois",993.0,17,31,826902,1793.0,2005-2009
"Census Tract 8270, Cook County, Illinois",2335.0,17,31,827000,4000.0,2005-2009
"Census Tract 8271, Cook County, Illinois",2033.0,17,31,827100,3476.0,2005-2009
"Census Tract 8272, Cook County, Illinois",2046.0,17,31,827200,4394.0,2005-2009
"Census Tract 8273, Cook County, Illinois",1848.0,17,31,827300,3519.0,2005-2009
"Census Tract 8274, Cook County, Illinois",2292.0,17,31,827400,4320.0,2005-2009
"Census Tract 8275, Cook County, Illinois",3169.0,17,31,827500,5698.0,2005-2009
"Census Tract 8276, Cook County, Illinois",1900.0,17,31,827600,3598.0,2005-2009
"Census Tract 8277, Cook County, Illinois",1595.0,17,31,827700,3001.0,2005-2009
"Census Tract 8278.01, Cook County, Illinois",2862.0,17,31,827801,5229.0,2005-2009
"Census Tract 8278.02, Cook County, Illinois",1526.0,17,31,827802,2859.0,2005-2009
"Census Tract 8278.04, Cook County, Illinois",1548.0,17,31,827804,2721.0,2005-2009
"Census Tract 8278.05, Cook County, Illinois",1398.0,17,31,827805,2804.0,2005-2009
"Census Tract 8279.01, Cook County, Illinois",1421.0,17,31,827901,2566.0,2005-2009
"Census Tract 8279.02, Cook County, Illinois",2044.0,17,31,827902,3883.0,2005-2009
"Census Tract 8280, Cook County, Illinois",2676.0,17,31,828000,4892.0,2005-2009
"Census Tract 8281, Cook County, Illinois",2696.0,17,31,828100,4624.0,2005-2009
"Census Tract 8282.01, Cook County, Illinois",2231.0,17,31,828201,4172.0,2005-2009
"Census Tract 8282.02, Cook County, Illinois",2351.0,17,31,828202,4522.0,2005-2009
"Census Tract 8283, Cook County, Illinois",1568.0,17,31,828300,2961.0,2005-2009
"Census Tract 8284.01, Cook County, Illinois",1922.0,17,31,828401,3545.0,2005-2009
"Census Tract 8284.02, Cook County, Illinois",1894.0,17,31,828402,3607.0,2005-2009
"Census Tract 8285.03, Cook County, Illinois",2218.0,17,31,828503,4494.0,2005-2009
"Census Tract 8285.04, Cook County, Illinois",2997.0,17,31,828504,5874.0,2005-2009
"Census Tract 8285.05, Cook County, Illinois",3268.0,17,31,828505,6068.0,2005-2009
"Census Tract 8285.06, Cook County, Illinois",4614.0,17,31,828506,8351.0,2005-2009
"Census Tract 8286.01, Cook County, Illinois",2143.0,17,31,828601,4107.0,2005-2009
"Census Tract 8286.02, Cook County, Illinois",2188.0,17,31,828602,4421.0,2005-2009
"Census Tract 8287.01, Cook County, Illinois",1951.0,17,31,828701,3963.0,2005-2009
"Census Tract 8287.02, Cook County, Illinois",2504.0,17,31,828702,4939.0,2005-2009
"Census Tract 8288.01, Cook County, Illinois",2631.0,17,31,828801,5155.0,2005-2009
"Census Tract 8288.02, Cook County, Illinois",1421.0,17,31,828802,3119.0,2005-2009
"Census Tract 8289, Cook County, Illinois",2369.0,17,31,828900,4314.0,2005-2009
"Census Tract 8290, Cook County, Illinois",821.0,17,31,829000,1439.0,2005-2009
"Census Tract 8291, Cook County, Illinois",2179.0,17,31,829100,4005.0,2005-2009
"Census Tract 8292, Cook County, Illinois",3194.0,17,31,829200,5941.0,2005-2009
"Census Tract 8293.01, Cook County, Illinois",1975.0,17,31,829301,3827.0,2005-2009
"Census Tract 8293.02, Cook County, Illinois",1779.0,17,31,829302,3688.0,2005-2009
"Census Tract 8294.01, Cook County, Illinois",862.0,17,31,829401,1494.0,2005-2009
"Census Tract 8294.02, Cook County, Illinois",2057.0,17,31,829402,3536.0,2005-2009
"Census Tract 8295, Cook County, Illinois",1806.0,17,31,829500,3769.0,2005-2009
"Census Tract 8296, Cook County, Illinois",1497.0,17,31,829600,3000.0,2005-2009
"Census Tract 8297, Cook County, Illinois",2358.0,17,31,829700,4562.0,2005-2009
"Census Tract 8298, Cook County, Illinois",3702.0,17,31,829800,6624.0,2005-2009
"Census Tract 8299.01, Cook County, Illinois",4553.0,17,31,829901,7967.0,2005-2009
"Census Tract 8299.02, Cook County, Illinois",3386.0,17,31,829902,5488.0,2005-2009
"Census Tract 8300.01, Cook County, Illinois",1003.0,17,31,830001,1778.0,2005-2009
"Census Tract 8300.02, Cook County, Illinois",4789.0,17,31,830002,9087.0,2005-2009
"Census Tract 8300.03, Cook County, Illinois",3502.0,17,31,830003,6926.0,2005-2009
"Census Tract 8300.04, Cook County, Illinois",3278.0,17,31,830004,6075.0,2005-2009
"Census Tract 8300.05, Cook County, Illinois",1928.0,17,31,830005,3730.0,2005-2009
"Census Tract 8300.06, Cook County, Illinois",1411.0,17,31,830006,2438.0,2005-2009
"Census Tract 8301, Cook County, Illinois",1760.0,17,31,830100,3446.0,2005-2009
"Census Tract 8302.01, Cook County, Illinois",2725.0,17,31,830201,4512.0,2005-2009
"Census Tract 8302.02, Cook County, Illinois",1797.0,17,31,830202,3625.0,2005-2009
"Census Tract 8303, Cook County, Illinois",2863.0,17,31,830300,5038.0,2005-2009
"Census Tract 8304, Cook County, Illinois",2184.0,17,31,830400,4091.0,2005-2009
"Census Tract 2407, Cook County, Illinois",680.0,17,31,240700,1427.0,2010-2014
"Census Tract 8221.02, Cook County, Illinois",2681.0,17,31,822102,4752.0,2010-2014
"Census Tract 2226, Cook County, Illinois",732.0,17,31,222600,1554.0,2010-2014
"Census Tract 2308, Cook County, Illinois",648.0,17,31,230800,1195.0,2010-2014
"Census Tract 202, Cook County, Illinois",3471.0,17,31,20200,6255.0,2010-2014
"Census Tract 317, Cook County, Illinois",2831.0,17,31,31700,6525.0,2010-2014
"Census Tract 313, Cook County, Illinois",3697.0,17,31,31300,7543.0,2010-2014
"Census Tract 8147, Cook County, Illinois",3381.0,17,31,814700,6238.0,2010-2014
"Census Tract 201, Cook County, Illinois",2317.0,17,31,20100,3990.0,2010-2014
"Census Tract 8361, Cook County, Illinois",1081.0,17,31,836100,1833.0,2010-2014
"Census Tract 8362, Cook County, Illinois",779.0,17,31,836200,1590.0,2010-2014
"Census Tract 8100, Cook County, Illinois",2724.0,17,31,810000,4925.0,2010-2014
"Census Tract 8102, Cook County, Illinois",3321.0,17,31,810200,5939.0,2010-2014
"Census Tract 8110, Cook County, Illinois",2190.0,17,31,811000,4181.0,2010-2014
"Census Tract 8438, Cook County, Illinois",1005.0,17,31,843800,1856.0,2010-2014
"Census Tract 8439, Cook County, Illinois",2098.0,17,31,843900,3628.0,2010-2014
"Census Tract 9801, Cook County, Illinois",0.0,17,31,980100,0.0,2010-2014
"Census Tract 9800, Cook County, Illinois",0.0,17,31,980000,0.0,2010-2014
"Census Tract 9900, Cook County, Illinois",0.0,17,31,990000,0.0,2010-2014
"Census Tract 301.02, Cook County, Illinois",1542.0,17,31,30102,2956.0,2010-2014
"Census Tract 301.03, Cook County, Illinois",1220.0,17,31,30103,2238.0,2010-2014
"Census Tract 301.01, Cook County, Illinois",1932.0,17,31,30101,3727.0,2010-2014
"Census Tract 301.04, Cook County, Illinois",1963.0,17,31,30104,3688.0,2010-2014
"Census Tract 306.01, Cook County, Illinois",1484.0,17,31,30601,3538.0,2010-2014
"Census Tract 306.03, Cook County, Illinois",1032.0,17,31,30603,2048.0,2010-2014
"Census Tract 306.04, Cook County, Illinois",1496.0,17,31,30604,2961.0,2010-2014
"Census Tract 307.01, Cook County, Illinois",704.0,17,31,30701,1734.0,2010-2014
"Census Tract 307.02, Cook County, Illinois",715.0,17,31,30702,1460.0,2010-2014
"Census Tract 307.03, Cook County, Illinois",1437.0,17,31,30703,2579.0,2010-2014
"Census Tract 7706.01, Cook County, Illinois",1552.0,17,31,770601,3163.0,2010-2014
"Census Tract 7706.02, Cook County, Illinois",2225.0,17,31,770602,4733.0,2010-2014
"Census Tract 7709.01, Cook County, Illinois",2731.0,17,31,770901,5237.0,2010-2014
"Census Tract 7709.02, Cook County, Illinois",1933.0,17,31,770902,3363.0,2010-2014
"Census Tract 8020.03, Cook County, Illinois",1212.0,17,31,802003,2785.0,2010-2014
"Census Tract 8020.04, Cook County, Illinois",3214.0,17,31,802004,5554.0,2010-2014
"Census Tract 8237.02, Cook County, Illinois",3398.0,17,31,823702,6888.0,2010-2014
"Census Tract 8250, Cook County, Illinois",2373.0,17,31,825000,4933.0,2010-2014
"Census Tract 8262.01, Cook County, Illinois",2355.0,17,31,826201,3691.0,2010-2014
"Census Tract 8263.01, Cook County, Illinois",2379.0,17,31,826301,4165.0,2010-2014
"Census Tract 8272, Cook County, Illinois",2230.0,17,31,827200,4330.0,2010-2014
"Census Tract 8278.02, Cook County, Illinois",1684.0,17,31,827802,3602.0,2010-2014
"Census Tract 8285.04, Cook County, Illinois",3057.0,17,31,828504,5862.0,2010-2014
"Census Tract 8288.01, Cook County, Illinois",2587.0,17,31,828801,5117.0,2010-2014
"Census Tract 8292, Cook County, Illinois",2978.0,17,31,829200,6143.0,2010-2014
"Census Tract 8293.01, Cook County, Illinois",2144.0,17,31,829301,3716.0,2010-2014
"Census Tract 3404, Cook County, Illinois",823.0,17,31,340400,1740.0,2010-2014
"Census Tract 3602, Cook County, Illinois",941.0,17,31,360200,1616.0,2010-2014
"Census Tract 1908, Cook County, Illinois",3654.0,17,31,190800,6881.0,2010-2014
"Census Tract 1912, Cook County, Illinois",2201.0,17,31,191200,3975.0,2010-2014
"Census Tract 2101, Cook County, Illinois",1703.0,17,31,210100,3447.0,2010-2014
"Census Tract 2204, Cook County, Illinois",1344.0,17,31,220400,2565.0,2010-2014
"Census Tract 2408, Cook County, Illinois",964.0,17,31,240800,1816.0,2010-2014
"Census Tract 2430, Cook County, Illinois",1157.0,17,31,243000,2398.0,2010-2014
"Census Tract 2508, Cook County, Illinois",1389.0,17,31,250800,2438.0,2010-2014
"Census Tract 2517, Cook County, Illinois",930.0,17,31,251700,1805.0,2010-2014
"Census Tract 8184.01, Cook County, Illinois",1704.0,17,31,818401,3425.0,2010-2014
"Census Tract 8165, Cook County, Illinois",2182.0,17,31,816500,4575.0,2010-2014
"Census Tract 4206, Cook County, Illinois",1122.0,17,31,420600,2056.0,2010-2014
"Census Tract 4408, Cook County, Illinois",898.0,17,31,440800,1777.0,2010-2014
"Census Tract 4602, Cook County, Illinois",1310.0,17,31,460200,2626.0,2010-2014
"Census Tract 1906.02, Cook County, Illinois",2487.0,17,31,190602,5265.0,2010-2014
"Census Tract 1907.01, Cook County, Illinois",1673.0,17,31,190701,3072.0,2010-2014
"Census Tract 1907.02, Cook County, Illinois",2591.0,17,31,190702,5090.0,2010-2014
"Census Tract 1913.01, Cook County, Illinois",2611.0,17,31,191301,5941.0,2010-2014
"Census Tract 1913.02, Cook County, Illinois",2468.0,17,31,191302,5088.0,2010-2014
"Census Tract 2004.01, Cook County, Illinois",1862.0,17,31,200401,3814.0,2010-2014
"Census Tract 2004.02, Cook County, Illinois",1956.0,17,31,200402,4033.0,2010-2014
"Census Tract 2105.01, Cook County, Illinois",2294.0,17,31,210501,4569.0,2010-2014
"Census Tract 2105.02, Cook County, Illinois",2685.0,17,31,210502,4909.0,2010-2014
"Census Tract 2106.01, Cook County, Illinois",1506.0,17,31,210601,3066.0,2010-2014
"Census Tract 2106.02, Cook County, Illinois",2090.0,17,31,210602,4126.0,2010-2014
"Census Tract 2206.01, Cook County, Illinois",874.0,17,31,220601,1596.0,2010-2014
"Census Tract 2206.02, Cook County, Illinois",2550.0,17,31,220602,4690.0,2010-2014
"Census Tract 2207.01, Cook County, Illinois",1689.0,17,31,220701,3459.0,2010-2014
"Census Tract 2207.02, Cook County, Illinois",2037.0,17,31,220702,4426.0,2010-2014
"Census Tract 2209.01, Cook County, Illinois",1724.0,17,31,220901,3297.0,2010-2014
"Census Tract 2209.02, Cook County, Illinois",1712.0,17,31,220902,3325.0,2010-2014
"Census Tract 2521.01, Cook County, Illinois",1023.0,17,31,252101,1787.0,2010-2014
"Census Tract 2521.02, Cook County, Illinois",3450.0,17,31,252102,5888.0,2010-2014
"Census Tract 2522.01, Cook County, Illinois",1723.0,17,31,252201,3007.0,2010-2014
"Census Tract 2522.02, Cook County, Illinois",2605.0,17,31,252202,4871.0,2010-2014
"Census Tract 8236.04, Cook County, Illinois",1923.0,17,31,823604,3587.0,2010-2014
"Census Tract 8233.03, Cook County, Illinois",2524.0,17,31,823303,4682.0,2010-2014
"Census Tract 4205, Cook County, Illinois",1211.0,17,31,420500,2099.0,2010-2014
"Census Tract 4304, Cook County, Illinois",1779.0,17,31,430400,3119.0,2010-2014
"Census Tract 4306, Cook County, Illinois",980.0,17,31,430600,1742.0,2010-2014
"Census Tract 4409, Cook County, Illinois",1479.0,17,31,440900,2480.0,2010-2014
"Census Tract 4601, Cook County, Illinois",1849.0,17,31,460100,3614.0,2010-2014
"Census Tract 4805, Cook County, Illinois",1608.0,17,31,480500,2900.0,2010-2014
"Census Tract 2831, Cook County, Illinois",1519.0,17,31,283100,2758.0,2010-2014
"Census Tract 3007, Cook County, Illinois",2254.0,17,31,300700,4694.0,2010-2014
"Census Tract 3008, Cook County, Illinois",2022.0,17,31,300800,4674.0,2010-2014
"Census Tract 3406, Cook County, Illinois",660.0,17,31,340600,1066.0,2010-2014
"Census Tract 3403, Cook County, Illinois",881.0,17,31,340300,1734.0,2010-2014
"Census Tract 3510, Cook County, Illinois",2532.0,17,31,351000,4022.0,2010-2014
"Census Tract 8143, Cook County, Illinois",2418.0,17,31,814300,4608.0,2010-2014
"Census Tract 8159, Cook County, Illinois",2334.0,17,31,815900,4593.0,2010-2014
"Census Tract 8087.02, Cook County, Illinois",2916.0,17,31,808702,5601.0,2010-2014
"Census Tract 6606, Cook County, Illinois",3305.0,17,31,660600,6164.0,2010-2014
"Census Tract 6701, Cook County, Illinois",908.0,17,31,670100,1601.0,2010-2014
"Census Tract 6708, Cook County, Illinois",970.0,17,31,670800,1688.0,2010-2014
"Census Tract 6711, Cook County, Illinois",846.0,17,31,671100,1486.0,2010-2014
"Census Tract 6712, Cook County, Illinois",649.0,17,31,671200,1063.0,2010-2014
"Census Tract 6714, Cook County, Illinois",934.0,17,31,671400,1864.0,2010-2014
"Census Tract 6715, Cook County, Illinois",1668.0,17,31,671500,3254.0,2010-2014
"Census Tract 6716, Cook County, Illinois",1254.0,17,31,671600,2291.0,2010-2014
"Census Tract 6720, Cook County, Illinois",1795.0,17,31,672000,4148.0,2010-2014
"Census Tract 8074, Cook County, Illinois",3455.0,17,31,807400,6836.0,2010-2014
"Census Tract 8076, Cook County, Illinois",3278.0,17,31,807600,6366.0,2010-2014
"Census Tract 8239.03, Cook County, Illinois",2568.0,17,31,823903,4715.0,2010-2014
"Census Tract 2429, Cook County, Illinois",764.0,17,31,242900,1818.0,2010-2014
"Census Tract 5704, Cook County, Illinois",972.0,17,31,570400,1933.0,2010-2014
"Census Tract 8223.02, Cook County, Illinois",2453.0,17,31,822302,4530.0,2010-2014
"Census Tract 8256, Cook County, Illinois",2989.0,17,31,825600,5612.0,2010-2014
"Census Tract 8284.01, Cook County, Illinois",1796.0,17,31,828401,3681.0,2010-2014
"Census Tract 8279.01, Cook County, Illinois",1309.0,17,31,827901,2456.0,2010-2014
"Census Tract 811, Cook County, Illinois",1941.0,17,31,81100,3657.0,2010-2014
"Census Tract 1103, Cook County, Illinois",2604.0,17,31,110300,5314.0,2010-2014
"Census Tract 1902, Cook County, Illinois",2851.0,17,31,190200,5694.0,2010-2014
"Census Tract 2213, Cook County, Illinois",1312.0,17,31,221300,2762.0,2010-2014
"Census Tract 2512, Cook County, Illinois",2123.0,17,31,251200,4375.0,2010-2014
"Census Tract 2828, Cook County, Illinois",800.0,17,31,282800,1565.0,2010-2014
"Census Tract 2606, Cook County, Illinois",1391.0,17,31,260600,2592.0,2010-2014
"Census Tract 7107, Cook County, Illinois",1558.0,17,31,710700,2695.0,2010-2014
"Census Tract 7109, Cook County, Illinois",1390.0,17,31,710900,2491.0,2010-2014
"Census Tract 7114, Cook County, Illinois",1156.0,17,31,711400,2249.0,2010-2014
"Census Tract 7203, Cook County, Illinois",1920.0,17,31,720300,3672.0,2010-2014
"Census Tract 7303, Cook County, Illinois",539.0,17,31,730300,983.0,2010-2014
"Census Tract 7401, Cook County, Illinois",1486.0,17,31,740100,2805.0,2010-2014
"Census Tract 8288.02, Cook County, Illinois",1690.0,17,31,828802,3557.0,2010-2014
"Census Tract 8289, Cook County, Illinois",1835.0,17,31,828900,3494.0,2010-2014
"Census Tract 8299.01, Cook County, Illinois",4951.0,17,31,829901,9136.0,2010-2014
"Census Tract 8299.02, Cook County, Illinois",3660.0,17,31,829902,6377.0,2010-2014
"Census Tract 628, Cook County, Illinois",2050.0,17,31,62800,3792.0,2010-2014
"Census Tract 634, Cook County, Illinois",1281.0,17,31,63400,2158.0,2010-2014
"Census Tract 705, Cook County, Illinois",1593.0,17,31,70500,3022.0,2010-2014
"Census Tract 716, Cook County, Illinois",809.0,17,31,71600,1715.0,2010-2014
"Census Tract 718, Cook County, Illinois",1310.0,17,31,71800,2670.0,2010-2014
"Census Tract 801, Cook County, Illinois",3679.0,17,31,80100,6657.0,2010-2014
"Census Tract 804, Cook County, Illinois",2809.0,17,31,80400,4907.0,2010-2014
"Census Tract 813, Cook County, Illinois",2746.0,17,31,81300,5053.0,2010-2014
"Census Tract 3204, Cook County, Illinois",1330.0,17,31,320400,2523.0,2010-2014
