NAME,no_hs,hs,some_college,state,county,tract,bachelors,graduate,population,period
"Census Tract 5609, Cook County, Illinois",0.1304022450888681,0.24621141253507953,0.2512628624883068,17,31,560900,0.0980355472404116,0.05912067352666043,5345.0,2005-2009
"Census Tract 5610, Cook County, Illinois",0.12469352014010508,0.28879159369527146,0.21768826619964973,17,31,561000,0.08231173380035026,0.0297723292469352,5710.0,2005-2009
"Census Tract 5611, Cook County, Illinois",0.1225444340505145,0.3274087932647334,0.22488306828811974,17,31,561100,0.08681010289990646,0.04303086997193639,5345.0,2005-2009
"Census Tract 5612, Cook County, Illinois",,,,17,31,561200,,,0.0,2005-2009
"Census Tract 5613, Cook County, Illinois",,,,17,31,561300,,,0.0,2005-2009
"Census Tract 5701, Cook County, Illinois",0.20467365028203063,0.2127316680096696,0.12248186946011282,17,31,570100,0.08058017727639001,0.022562449637389202,1241.0,2005-2009
"Census Tract 5702, Cook County, Illinois",0.3092957746478873,0.20619718309859156,0.09464788732394366,17,31,570200,0.08112676056338028,0.05802816901408451,1775.0,2005-2009
"Census Tract 5703, Cook County, Illinois",0.22659511031604054,0.23633472470681774,0.16994633273703041,17,31,570300,0.020274299344066785,0.027628702047306698,5031.0,2005-2009
"Census Tract 5704, Cook County, Illinois",0.19137466307277629,0.3557951482479784,0.03504043126684636,17,31,570400,0.10309973045822103,0.02425876010781671,1484.0,2005-2009
"Census Tract 5705, Cook County, Illinois",0.28663793103448276,0.19468390804597702,0.20330459770114942,17,31,570500,0.029094827586206896,0.028376436781609195,2784.0,2005-2009
"Census Tract 5801, Cook County, Illinois",0.2769761606022585,0.1458594730238394,0.1599749058971142,17,31,580100,0.08531994981179424,0.003136762860727729,3188.0,2005-2009
"Census Tract 5802, Cook County, Illinois",0.2644605864944848,0.2257196663976325,0.0914716168953457,17,31,580200,0.033091202582728005,0.011568469195587839,3717.0,2005-2009
"Census Tract 5803, Cook County, Illinois",0.28270472307169553,0.17227319062181448,0.15902140672782875,17,31,580300,0.029221882432891606,0.013251783893985729,2943.0,2005-2009
"Census Tract 5804, Cook County, Illinois",0.33906756419845424,0.1957117925704313,0.13138868112690102,17,31,580400,0.06581899775617053,0.01894789329344303,4011.0,2005-2009
"Census Tract 5805, Cook County, Illinois",0.28365384615384615,0.1580306267806268,0.12562321937321938,17,31,580500,0.0759437321937322,0.006054131054131054,11232.0,2005-2009
"Census Tract 5806, Cook County, Illinois",0.3107373428474346,0.22612979952429493,0.07968059802922188,17,31,580600,0.045022086306489975,0.0015290519877675841,5886.0,2005-2009
"Census Tract 5807, Cook County, Illinois",0.3340599455040872,0.1896457765667575,0.09427792915531336,17,31,580700,0.03487738419618529,0.0018165304268846503,5505.0,2005-2009
"Census Tract 5808, Cook County, Illinois",0.3824188129899216,0.2530795072788354,0.05319148936170213,17,31,580800,0.011198208286674132,0.0,1786.0,2005-2009
"Census Tract 5809, Cook County, Illinois",0.2862018527547538,0.1820250284414107,0.07362262311067772,17,31,580900,0.03721761742239558,0.013326832439460427,6153.0,2005-2009
"Census Tract 5810, Cook County, Illinois",,,,17,31,581000,,,0.0,2005-2009
"Census Tract 5811, Cook County, Illinois",0.41511387163561075,0.14699792960662525,0.032091097308488616,17,31,581100,0.057971014492753624,0.0,966.0,2005-2009
"Census Tract 5901, Cook County, Illinois",0.29156626506024097,0.12530120481927712,0.27228915662650605,17,31,590100,0.0746987951807229,0.0,415.0,2005-2009
"Census Tract 5902, Cook County, Illinois",0.28187702265372166,0.25080906148867316,0.1663430420711974,17,31,590200,0.12006472491909385,0.02750809061488673,3090.0,2005-2009
"Census Tract 5903, Cook County, Illinois",0.23692523692523693,0.3222183222183222,0.07476307476307477,17,31,590300,0.03966303966303966,0.005967005967005967,2849.0,2005-2009
"Census Tract 5904, Cook County, Illinois",0.3878835562549174,0.1911880409126672,0.08182533438237609,17,31,590400,0.0,0.022816679779701022,1271.0,2005-2009
"Census Tract 5905, Cook County, Illinois",0.2624618514750763,0.2131230925737538,0.22177009155645983,17,31,590500,0.06459816887080366,0.03662258392675483,1966.0,2005-2009
"Census Tract 5906, Cook County, Illinois",0.16938025210084034,0.31985294117647056,0.15493697478991597,17,31,590600,0.056460084033613446,0.0351890756302521,3808.0,2005-2009
"Census Tract 5907, Cook County, Illinois",0.2989616899391335,0.1858216970998926,0.17006802721088435,17,31,590700,0.06265664160401002,0.024704618689581095,2793.0,2005-2009
"Census Tract 6001, Cook County, Illinois",0.142433234421365,0.19584569732937684,0.20474777448071216,17,31,600100,0.13056379821958458,0.0,337.0,2005-2009
"Census Tract 6002, Cook County, Illinois",0.19195305951383068,0.12238055322715842,0.16345347862531434,17,31,600200,0.2774518021793797,0.005029337803855826,1193.0,2005-2009
"Census Tract 6003, Cook County, Illinois",0.24804334738109574,0.271523178807947,0.13726670680313063,17,31,600300,0.07645996387718242,0.06682721252257676,1661.0,2005-2009
"Census Tract 6004, Cook County, Illinois",0.23152227116984828,0.2858541360744004,0.13876651982378854,17,31,600400,0.10719530102790015,0.048213411649535,4086.0,2005-2009
"Census Tract 6005, Cook County, Illinois",0.1961023142509135,0.25395858708891594,0.20706455542021923,17,31,600500,0.14190012180267966,0.08830694275274056,1642.0,2005-2009
"Census Tract 6006, Cook County, Illinois",0.24944974321349964,0.30961115187087307,0.10271460014673514,17,31,600600,0.06823184152604549,0.05319148936170213,2726.0,2005-2009
"Census Tract 6007, Cook County, Illinois",0.26374570446735396,0.24699312714776633,0.09922680412371133,17,31,600700,0.0781786941580756,0.020618556701030927,2328.0,2005-2009
"Census Tract 6008, Cook County, Illinois",0.15933098591549297,0.26518485915492956,0.16593309859154928,17,31,600800,0.12279929577464789,0.0625,4544.0,2005-2009
"Census Tract 6009, Cook County, Illinois",0.2113507960965588,0.21263482280431434,0.14278376990241398,17,31,600900,0.13302516692347202,0.0480225988700565,3894.0,2005-2009
"Census Tract 6010, Cook County, Illinois",0.11911357340720222,0.2931671283471837,0.1592797783933518,17,31,601000,0.17820867959372114,0.09649122807017543,2166.0,2005-2009
"Census Tract 6011, Cook County, Illinois",0.1658266129032258,0.16078629032258066,0.17389112903225806,17,31,601100,0.13256048387096775,0.109375,1984.0,2005-2009
"Census Tract 6012, Cook County, Illinois",0.22093023255813954,0.1375968992248062,0.1695736434108527,17,31,601200,0.15310077519379844,0.09011627906976744,1032.0,2005-2009
"Census Tract 6013, Cook County, Illinois",0.2621951219512195,0.18292682926829268,0.18292682926829268,17,31,601300,0.13414634146341464,0.054878048780487805,164.0,2005-2009
"Census Tract 6014, Cook County, Illinois",0.09410801963993454,0.21358428805237317,0.14402618657937807,17,31,601400,0.13993453355155483,0.030278232405891982,1222.0,2005-2009
"Census Tract 6015, Cook County, Illinois",0.16400467471756916,0.26334242306194,0.2835995325282431,17,31,601500,0.09583171016751071,0.04440981690689521,2567.0,2005-2009
"Census Tract 6016, Cook County, Illinois",0.054245283018867926,0.1650943396226415,0.23938679245283018,17,31,601600,0.11910377358490566,0.2099056603773585,848.0,2005-2009
"Census Tract 6101, Cook County, Illinois",0.11357142857142857,0.17857142857142858,0.24142857142857144,17,31,610100,0.10857142857142857,0.07071428571428572,1400.0,2005-2009
"Census Tract 6102, Cook County, Illinois",0.24786324786324787,0.2564102564102564,0.15705128205128205,17,31,610200,0.0,0.0,936.0,2005-2009
"Census Tract 6103, Cook County, Illinois",0.31932773109243695,0.2184873949579832,0.11167133520074697,17,31,610300,0.009710550887021475,0.01157796451914099,5355.0,2005-2009
"Census Tract 6104, Cook County, Illinois",0.4119014411901441,0.22826592282659228,0.06787540678754068,17,31,610400,0.011622501162250116,0.00604370060437006,2151.0,2005-2009
"Census Tract 6105, Cook County, Illinois",0.0,0.27631578947368424,0.25,17,31,610500,0.0,0.0,76.0,2005-2009
"Census Tract 6106, Cook County, Illinois",0.16521739130434782,0.0782608695652174,0.3565217391304348,17,31,610600,0.0,0.0,115.0,2005-2009
"Census Tract 6107, Cook County, Illinois",0.06635867282654347,0.23099538009239814,0.1889962200755985,17,31,610700,0.08357832843343133,0.03107937841243175,2381.0,2005-2009
"Census Tract 6108, Cook County, Illinois",0.11140939597315436,0.33221476510067116,0.2677852348993289,17,31,610800,0.03355704697986577,0.03691275167785235,1490.0,2005-2009
"Census Tract 6109, Cook County, Illinois",0.1303964757709251,0.20176211453744494,0.18766519823788547,17,31,610900,0.14273127753303966,0.019383259911894272,1135.0,2005-2009
"Census Tract 6110, Cook County, Illinois",0.18805309734513273,0.09623893805309734,0.1515486725663717,17,31,611000,0.01327433628318584,0.01327433628318584,904.0,2005-2009
"Census Tract 6111, Cook County, Illinois",0.31187290969899667,0.19690635451505017,0.09448160535117058,17,31,611100,0.015468227424749164,0.01254180602006689,2392.0,2005-2009
"Census Tract 6112, Cook County, Illinois",0.32212065813528334,0.18647166361974407,0.07093235831809871,17,31,611200,0.014625228519195612,0.01206581352833638,2735.0,2005-2009
"Census Tract 6113, Cook County, Illinois",0.40871854885898184,0.114979520187244,0.09976594499707431,17,31,611300,0.01579871269748391,0.00497366881217086,3418.0,2005-2009
"Census Tract 6114, Cook County, Illinois",0.3248448534132249,0.13010913759897283,0.09223197089664027,17,31,611400,0.018189599828803766,0.0,4673.0,2005-2009
"Census Tract 6115, Cook County, Illinois",0.3516260162601626,0.17015098722415795,0.10452961672473868,17,31,611500,0.011904761904761904,0.011904761904761904,3444.0,2005-2009
"Census Tract 6116, Cook County, Illinois",0.20201535508637236,0.1765834932821497,0.272552783109405,17,31,611600,0.03982725527831094,0.013915547024952015,2084.0,2005-2009
"Census Tract 6117, Cook County, Illinois",0.32745471877979027,0.1224976167778837,0.1363203050524309,17,31,611700,0.014299332697807437,0.0,2098.0,2005-2009
"Census Tract 6118, Cook County, Illinois",0.24460163812360386,0.22077438570364855,0.1742367833209233,17,31,611800,0.029039463886820552,0.0037230081906180195,2686.0,2005-2009
"Census Tract 6119, Cook County, Illinois",0.23739418476260582,0.16562384983437614,0.13838792786161208,17,31,611900,0.0493191019506809,0.009569377990430622,2717.0,2005-2009
"Census Tract 6120, Cook County, Illinois",0.22708333333333333,0.184375,0.16510416666666666,17,31,612000,0.0375,0.015104166666666667,1920.0,2005-2009
"Census Tract 6121, Cook County, Illinois",0.151269584008644,0.16045380875202594,0.2144786601836845,17,31,612100,0.05348460291734198,0.0,1851.0,2005-2009
"Census Tract 6122, Cook County, Illinois",0.11238095238095239,0.28285714285714286,0.23238095238095238,17,31,612200,0.02761904761904762,0.0,1050.0,2005-2009
"Census Tract 6201, Cook County, Illinois",0.25424164524421594,0.21465295629820053,0.13856041131105398,17,31,620100,0.08174807197943444,0.015938303341902313,3890.0,2005-2009
"Census Tract 6202, Cook County, Illinois",0.3117717959019687,0.17717959019686622,0.13740458015267176,17,31,620200,0.03696263559662515,0.034150261149055845,2489.0,2005-2009
"Census Tract 6203, Cook County, Illinois",0.29132690882134915,0.20474425500370644,0.12394366197183099,17,31,620300,0.0664195700518903,0.020163083765752408,6745.0,2005-2009
"Census Tract 6204, Cook County, Illinois",0.22439024390243903,0.24370731707317073,0.16097560975609757,17,31,620400,0.053073170731707316,0.01151219512195122,5125.0,2005-2009
"Census Tract 6301, Cook County, Illinois",0.2254697286012526,0.19693806541405706,0.14265831593597772,17,31,630100,0.061934585942936674,0.029227557411273485,1437.0,2005-2009
"Census Tract 6302, Cook County, Illinois",0.25631431244153413,0.2100093545369504,0.09448082319925163,17,31,630200,0.04303086997193639,0.01028999064546305,2138.0,2005-2009
"Census Tract 6303, Cook County, Illinois",0.3096196049743965,0.15563277249451354,0.1371616678858815,17,31,630300,0.02468910021945867,0.004206291148500366,5468.0,2005-2009
"Census Tract 6304, Cook County, Illinois",0.3285247686445291,0.16099618943930322,0.07634730538922156,17,31,630400,0.03824169842133914,0.010615133369624387,7348.0,2005-2009
"Census Tract 6305, Cook County, Illinois",0.34227309893704005,0.17269010629599346,0.12101390024529844,17,31,630500,0.010466067048242027,0.0022894521668029434,6115.0,2005-2009
"Census Tract 6306, Cook County, Illinois",0.19488817891373802,0.36421725239616615,0.13738019169329074,17,31,630600,0.06389776357827476,0.0,313.0,2005-2009
"Census Tract 6307, Cook County, Illinois",0.2619538721170073,0.20438777423588975,0.14757172323270204,17,31,630700,0.024564035252203263,0.003750234389649353,5333.0,2005-2009
"Census Tract 6308, Cook County, Illinois",0.3615938957185248,0.17860675427441006,0.06669492722905186,17,31,630800,0.02854316800904338,0.006499929348594037,7077.0,2005-2009
"Census Tract 6309, Cook County, Illinois",0.317550505050505,0.2152777777777778,0.12668350168350168,17,31,630900,0.041456228956228955,0.005681818181818182,4752.0,2005-2009
"Census Tract 6401, Cook County, Illinois",0.186887716654107,0.31122833458929916,0.24642049736247174,17,31,640100,0.02562170308967596,0.0,1327.0,2005-2009
"Census Tract 6402, Cook County, Illinois",,,,17,31,640200,,,0.0,2005-2009
"Census Tract 6403, Cook County, Illinois",0.11216293746414228,0.2816982214572576,0.22389558232931728,17,31,640300,0.09796328169822145,0.02051061388410786,6972.0,2005-2009
"Census Tract 6404, Cook County, Illinois",0.11792014856081709,0.29186010523057876,0.3153822346022903,17,31,640400,0.02909316001238007,0.02816465490560198,3231.0,2005-2009
"Census Tract 6405, Cook County, Illinois",0.13116057233704292,0.24218335983041867,0.2827239003709592,17,31,640500,0.09300476947535771,0.023317435082140965,3774.0,2005-2009
"Census Tract 6406, Cook County, Illinois",0.1633722314836866,0.25696594427244585,0.2362467254108121,17,31,640600,0.09359371278875923,0.01571802810192903,4199.0,2005-2009
"Census Tract 6407, Cook County, Illinois",0.1787548138639281,0.2846598202824133,0.21790757381258022,17,31,640700,0.08761232349165597,0.00994865211810013,3116.0,2005-2009
"Census Tract 6408, Cook County, Illinois",0.12285407725321888,0.24195278969957082,0.1963519313304721,17,31,640800,0.04881974248927039,0.06169527896995708,1864.0,2005-2009
"Census Tract 6501, Cook County, Illinois",0.26024096385542167,0.2583873957367933,0.10528266913809083,17,31,650100,0.02761816496756256,0.005375347544022243,5395.0,2005-2009
"Census Tract 6502, Cook County, Illinois",0.187671430633752,0.27890861844954523,0.17309080409989894,17,31,650200,0.043308791684711995,0.0129926375054136,6927.0,2005-2009
"Census Tract 6503, Cook County, Illinois",0.2379221276188654,0.21591887496412512,0.13211518224433177,17,31,650300,0.02477757581555534,0.018941930546254662,10453.0,2005-2009
"Census Tract 6504, Cook County, Illinois",0.2490151017728168,0.25180564674983585,0.14674983585029547,17,31,650400,0.011982928430728824,0.0064018384766907415,6092.0,2005-2009
"Census Tract 6505, Cook County, Illinois",0.17600720234076075,0.23857753769975243,0.16632905694350664,17,31,650500,0.09498086878235426,0.022957461174881837,4443.0,2005-2009
"Census Tract 6601, Cook County, Illinois",0.4086687306501548,0.33746130030959753,0.18885448916408668,17,31,660100,0.06501547987616099,0.0,323.0,2005-2009
"Census Tract 6602, Cook County, Illinois",0.2033924205378973,0.2732273838630807,0.12851466992665037,17,31,660200,0.028117359413202935,0.006876528117359413,6544.0,2005-2009
"Census Tract 6603, Cook County, Illinois",0.20084805653710247,0.21696113074204948,0.12890459363957596,17,31,660300,0.05130742049469965,0.00734982332155477,7075.0,2005-2009
"Census Tract 6604, Cook County, Illinois",0.305125558995528,0.1871345029239766,0.12074303405572756,17,31,660400,0.017887856897144824,0.003783969728242174,5814.0,2005-2009
"Census Tract 6605, Cook County, Illinois",0.25928019596759,0.2100998680987375,0.12247974373469003,17,31,660500,0.01488599962313925,0.005652911249293386,5307.0,2005-2009
"Census Tract 6606, Cook County, Illinois",0.19875672043010753,0.23756720430107528,0.14986559139784947,17,31,660600,0.043010752688172046,0.0045362903225806455,5952.0,2005-2009
"Census Tract 6607, Cook County, Illinois",0.18700787401574803,0.2573818897637795,0.2544291338582677,17,31,660700,0.010826771653543307,0.012303149606299213,2032.0,2005-2009
"Census Tract 6608, Cook County, Illinois",0.2622372010913176,0.2051035146846413,0.1638581287112823,17,31,660800,0.033862943347777244,0.028566843203338146,6231.0,2005-2009
"Census Tract 6609, Cook County, Illinois",0.19119420989143546,0.2265782066747085,0.2024527543224769,17,31,660900,0.026537997587454766,0.023522316043425813,4974.0,2005-2009
"Census Tract 6610, Cook County, Illinois",0.12779608115137853,0.2828160221952488,0.23773192301023063,17,31,661000,0.09328940523669152,0.005548812207386856,5767.0,2005-2009
"Census Tract 6611, Cook County, Illinois",0.12883333333333333,0.23783333333333334,0.23816666666666667,17,31,661100,0.0655,0.018,6000.0,2005-2009
"Census Tract 6701, Cook County, Illinois",0.1988988300068823,0.2539573296627667,0.22918100481761872,17,31,670100,0.09979353062629043,0.0006882312456985547,1453.0,2005-2009
"Census Tract 6702, Cook County, Illinois",0.23695758166747927,0.2901023890784983,0.19258898098488542,17,31,670200,0.010238907849829351,0.0,2051.0,2005-2009
"Census Tract 6703, Cook County, Illinois",0.38950859210129635,0.3129333735302985,0.12692191739523667,17,31,670300,0.014772384684956286,0.0,3317.0,2005-2009
"Census Tract 6704, Cook County, Illinois",0.25672947510094213,0.2802826379542396,0.12516823687752354,17,31,670400,0.031628532974428,0.02860026917900404,2972.0,2005-2009
"Census Tract 6705, Cook County, Illinois",0.22813688212927757,0.18631178707224336,0.308745247148289,17,31,670500,0.011406844106463879,0.0,1315.0,2005-2009
"Census Tract 6706, Cook County, Illinois",0.24509803921568626,0.3137254901960784,0.19791666666666666,17,31,670600,0.028799019607843136,0.0,1632.0,2005-2009
"Census Tract 6707, Cook County, Illinois",0.19787590832867524,0.21520402459474566,0.20011179429849077,17,31,670700,0.046394633873672445,0.0,1789.0,2005-2009
"Census Tract 6708, Cook County, Illinois",0.19805028219599793,0.28168291431503334,0.23499230374551053,17,31,670800,0.0620831195484864,0.0,1949.0,2005-2009
"Census Tract 6709, Cook County, Illinois",0.15321637426900586,0.252046783625731,0.22105263157894736,17,31,670900,0.01929824561403509,0.019883040935672516,1710.0,2005-2009
"Census Tract 6710, Cook County, Illinois",0.19504132231404958,0.1933884297520661,0.21818181818181817,17,31,671000,0.04462809917355372,0.0,605.0,2005-2009
"Census Tract 6711, Cook County, Illinois",0.15271265907568654,0.20294708640321502,0.1781647689216343,17,31,671100,0.025452109845947757,0.012056262558606833,1493.0,2005-2009
"Census Tract 6712, Cook County, Illinois",0.2321882951653944,0.07061068702290077,0.27608142493638677,17,31,671200,0.06170483460559797,0.0,1572.0,2005-2009
"Census Tract 6713, Cook County, Illinois",0.13190184049079753,0.2334696659850034,0.23858214042263123,17,31,671300,0.02965235173824131,0.0023858214042263124,2934.0,2005-2009
"Census Tract 6714, Cook County, Illinois",0.16163682864450127,0.2721227621483376,0.24705882352941178,17,31,671400,0.02864450127877238,0.01432225063938619,1955.0,2005-2009
"Census Tract 6715, Cook County, Illinois",0.2683256694617257,0.23857181498512306,0.1622937516905599,17,31,671500,0.011631052204490127,0.010278604273735462,3697.0,2005-2009
"Census Tract 6716, Cook County, Illinois",0.19861900893582454,0.25832656376929325,0.17221770917952883,17,31,671600,0.016653127538586516,0.015434606011372868,2462.0,2005-2009
"Census Tract 6717, Cook County, Illinois",0.16796267496111975,0.15085536547433903,0.18506998444790046,17,31,671700,0.003110419906687403,0.0,2572.0,2005-2009
"Census Tract 6718, Cook County, Illinois",0.25364963503649635,0.22627737226277372,0.16514598540145986,17,31,671800,0.03923357664233577,0.04927007299270073,1096.0,2005-2009
"Census Tract 6719, Cook County, Illinois",0.18445772843723313,0.21093082835183605,0.23996584116140052,17,31,671900,0.04013663535439795,0.007685738684884714,1171.0,2005-2009
"Census Tract 6720, Cook County, Illinois",0.19175392670157068,0.268760907504363,0.2020069808027923,17,31,672000,0.04232111692844677,0.002181500872600349,4584.0,2005-2009
"Census Tract 6801, Cook County, Illinois",0.14617486338797814,0.2185792349726776,0.0942622950819672,17,31,680100,0.01366120218579235,0.0,732.0,2005-2009
"Census Tract 6802, Cook County, Illinois",0.1720124159337817,0.24262803931712365,0.2589239524055872,17,31,680200,0.042162441800310396,0.017071908949818936,3866.0,2005-2009
"Census Tract 6803, Cook County, Illinois",0.25985663082437277,0.1971326164874552,0.22939068100358423,17,31,680300,0.008064516129032258,0.005376344086021506,1116.0,2005-2009
"Census Tract 6804, Cook County, Illinois",0.11610129001433349,0.12995699952221693,0.27854753941710464,17,31,680400,0.0358337314859054,0.009077878643096034,2093.0,2005-2009
"Census Tract 6805, Cook County, Illinois",0.2154255319148936,0.2393617021276596,0.23670212765957446,17,31,680500,0.02127659574468085,0.0,1504.0,2005-2009
"Census Tract 6806, Cook County, Illinois",0.07891705069124424,0.3352534562211982,0.19873271889400923,17,31,680600,0.05241935483870968,0.020737327188940093,1736.0,2005-2009
"Census Tract 6807, Cook County, Illinois",0.162428219852338,0.24200164068908941,0.2559474979491386,17,31,680700,0.01394585726004922,0.015586546349466776,1219.0,2005-2009
"Census Tract 6808, Cook County, Illinois",0.17590822179732313,0.31835564053537285,0.16539196940726578,17,31,680800,0.0057361376673040155,0.018164435946462717,1046.0,2005-2009
"Census Tract 6809, Cook County, Illinois",0.22514910536779323,0.19507952286282307,0.23807157057654074,17,31,680900,0.029324055666003976,0.01441351888667992,4024.0,2005-2009
"Census Tract 6810, Cook County, Illinois",0.2091822094691535,0.17618364418938307,0.19856527977044477,17,31,681000,0.07317073170731707,0.007173601147776184,3485.0,2005-2009
"Census Tract 6811, Cook County, Illinois",0.2229202772963605,0.26408145580589254,0.177209705372617,17,31,681100,0.033145580589254764,0.006932409012131715,4616.0,2005-2009
"Census Tract 6812, Cook County, Illinois",0.13898742341180265,0.19929055143502097,0.22863592389551757,17,31,681200,0.04643663334408255,0.03031280232183167,3101.0,2005-2009
"Census Tract 6813, Cook County, Illinois",0.16917408658274485,0.2575990175007676,0.18237642001842186,17,31,681300,0.012281240405280933,0.007982806263432606,3257.0,2005-2009
"Census Tract 6814, Cook County, Illinois",0.1902093777646712,0.22648186375700383,0.22264818637570039,17,31,681400,0.028015334709525212,0.008846947803007963,3391.0,2005-2009
"Census Tract 6901, Cook County, Illinois",0.11606456571867795,0.2528823981552652,0.11568024596464259,17,31,690100,0.007686395080707148,0.0,2602.0,2005-2009
"Census Tract 6902, Cook County, Illinois",0.1277258566978193,0.07165109034267912,0.4454828660436137,17,31,690200,0.040498442367601244,0.03115264797507788,321.0,2005-2009
"Census Tract 6903, Cook County, Illinois",0.2564935064935065,0.27881493506493504,0.2203733766233766,17,31,690300,0.041396103896103896,0.01461038961038961,2464.0,2005-2009
"Census Tract 6904, Cook County, Illinois",0.13856146259321625,0.24464758239114745,0.22901130623045465,17,31,690400,0.07697859032956458,0.0293480875631465,4157.0,2005-2009
"Census Tract 6905, Cook County, Illinois",0.18579234972677597,0.08060109289617487,0.23770491803278687,17,31,690500,0.11407103825136612,0.0662568306010929,1464.0,2005-2009
"Census Tract 6906, Cook County, Illinois",0.052808988764044947,0.13370786516853933,0.28876404494382024,17,31,690600,0.011235955056179775,0.015730337078651686,890.0,2005-2009
"Census Tract 6907, Cook County, Illinois",0.30422535211267604,0.02535211267605634,0.3267605633802817,17,31,690700,0.028169014084507043,0.0,355.0,2005-2009
"Census Tract 6908, Cook County, Illinois",0.13043478260869565,0.17312965139052094,0.3133568350959655,17,31,690800,0.11006658832745789,0.03172737955346651,2553.0,2005-2009
"Census Tract 6909, Cook County, Illinois",0.13540346430080272,0.13012251795521756,0.32995352767215885,17,31,690900,0.058301647655259824,0.03823405154203633,4734.0,2005-2009
"Census Tract 6910, Cook County, Illinois",0.11502177068214804,0.23004354136429608,0.29499274310595064,17,31,691000,0.13896952104499274,0.06204644412191582,2756.0,2005-2009
"Census Tract 6911, Cook County, Illinois",0.13395638629283488,0.210539979231568,0.23779854620976115,17,31,691100,0.02933541017653167,0.01791277258566978,3852.0,2005-2009
"Census Tract 6912, Cook County, Illinois",0.20495085547870404,0.25773571168547504,0.2024026210411358,17,31,691200,0.06807426283218056,0.056789224608664,2747.0,2005-2009
"Census Tract 6913, Cook County, Illinois",0.08538461538461538,0.2276923076923077,0.3457692307692308,17,31,691300,0.12653846153846154,0.07653846153846154,2600.0,2005-2009
"Census Tract 6914, Cook County, Illinois",0.15631416837782341,0.25051334702258726,0.22715605749486653,17,31,691400,0.059034907597535935,0.018993839835728953,3896.0,2005-2009
"Census Tract 6915, Cook County, Illinois",0.12150433944069432,0.19382835101253615,0.20973963355834138,17,31,691500,0.13211186113789777,0.0019286403085824494,2074.0,2005-2009
"Census Tract 7001, Cook County, Illinois",0.11504424778761062,0.24596564289432588,0.19911504424778761,17,31,700100,0.07001561686621552,0.021863612701717855,3842.0,2005-2009
"Census Tract 7002, Cook County, Illinois",0.22964123006833714,0.2269362186788155,0.16671412300683372,17,31,700200,0.06449316628701594,0.01623006833712984,7024.0,2005-2009
"Census Tract 7003, Cook County, Illinois",0.15520428914771678,0.23414679238306527,0.25060085043446106,17,31,700300,0.05490848585690516,0.021538177112220374,10818.0,2005-2009
"Census Tract 7004, Cook County, Illinois",0.08814204185161699,0.23833680587009692,0.22184980523598152,17,31,700400,0.07545973367152822,0.0531751064408008,11039.0,2005-2009
"Census Tract 7005, Cook County, Illinois",0.13491263440860216,0.18044354838709678,0.2361391129032258,17,31,700500,0.1388608870967742,0.05955981182795699,11904.0,2005-2009
"Census Tract 7101, Cook County, Illinois",0.24437781109445278,0.2143928035982009,0.22113943028485758,17,31,710100,0.008995502248875561,0.0,1334.0,2005-2009
"Census Tract 7102, Cook County, Illinois",0.13808463251670378,0.1977043001541888,0.19958882987836218,17,31,710200,0.0765804351550454,0.007195477128661984,5837.0,2005-2009
"Census Tract 7103, Cook County, Illinois",0.2574061882817643,0.18828176431863067,0.35154707044107963,17,31,710300,0.021724818959842,0.0,1519.0,2005-2009
"Census Tract 7104, Cook County, Illinois",0.1562344346671094,0.2488792960318778,0.24854723559687864,17,31,710400,0.046654491117383366,0.015772870662460567,6023.0,2005-2009
"Census Tract 7105, Cook County, Illinois",0.15726062143310082,0.26992179243288944,0.22341999577256394,17,31,710500,0.0714436694145001,0.02050306489114352,4731.0,2005-2009
"Census Tract 7106, Cook County, Illinois",0.14237031427489588,0.21772056039379023,0.235895494131011,17,31,710600,0.0363498674744415,0.013631200302915562,2641.0,2005-2009
"Census Tract 7107, Cook County, Illinois",0.14841075794621028,0.2823960880195599,0.2567237163814181,17,31,710700,0.02493887530562347,0.02444987775061125,4090.0,2005-2009
"Census Tract 7108, Cook County, Illinois",0.16271808999081727,0.27493112947658405,0.26593204775022955,17,31,710800,0.07346189164370982,0.008631772268135905,5445.0,2005-2009
"Census Tract 7109, Cook County, Illinois",0.09955752212389381,0.17876106194690267,0.1752212389380531,17,31,710900,0.03584070796460177,0.058849557522123896,2260.0,2005-2009
"Census Tract 7110, Cook County, Illinois",0.15328467153284672,0.27791294944579614,0.27953500946201676,17,31,711000,0.032981886996485535,0.04271424709380914,3699.0,2005-2009
"Census Tract 7111, Cook County, Illinois",0.17931972789115647,0.2998639455782313,0.1635374149659864,17,31,711100,0.05523809523809524,0.024761904761904763,3675.0,2005-2009
"Census Tract 7112, Cook County, Illinois",0.12220100676965805,0.2275646589133831,0.24683214719666724,17,31,711200,0.13521957993403924,0.06856448533240757,5761.0,2005-2009
"Census Tract 7113, Cook County, Illinois",0.1297246850209986,0.12319178721418572,0.3672421838544097,17,31,711300,0.09799346710219319,0.009332711152589827,2143.0,2005-2009
"Census Tract 7114, Cook County, Illinois",0.2023851280252543,0.222728867064188,0.27464047702560507,17,31,711400,0.08137495615573483,0.025955804980708524,2851.0,2005-2009
"Census Tract 7115, Cook County, Illinois",0.21637426900584794,0.2025238534933826,0.20406278855032317,17,31,711500,0.06309633733456448,0.018159433671899046,3249.0,2005-2009
