NAME,B08119_002E,B08119_003E,B08119_004E,B08119_005E,B08119_006E,B08119_007E,B08119_008E,B08119_009E,state,county,tract
"Census Tract 8026.01, Cook County, Illinois",426.0,60.0,321.0,466.0,803.0,595.0,190.0,918.0,17,031,802601
"Census Tract 8026.05, Cook County, Illinois",287.0,213.0,347.0,341.0,400.0,504.0,248.0,950.0,17,031,802605
"Census Tract 8026.06, Cook County, Illinois",314.0,441.0,862.0,796.0,913.0,327.0,246.0,433.0,17,031,802606
"Census Tract 8027.01, Cook County, Illinois",279.0,230.0,379.0,448.0,510.0,375.0,179.0,742.0,17,031,802701
"Census Tract 8027.02, Cook County, Illinois",203.0,121.0,175.0,337.0,274.0,363.0,138.0,481.0,17,031,802702
"Census Tract 8028.01, Cook County, Illinois",321.0,63.0,278.0,288.0,445.0,233.0,146.0,460.0,17,031,802801
"Census Tract 8028.02, Cook County, Illinois",408.0,194.0,369.0,416.0,425.0,452.0,228.0,524.0,17,031,802802
"Census Tract 8029, Cook County, Illinois",366.0,176.0,240.0,190.0,432.0,409.0,171.0,864.0,17,031,802900
"Census Tract 8030.05, Cook County, Illinois",157.0,80.0,104.0,161.0,255.0,139.0,102.0,271.0,17,031,803005
"Census Tract 8030.06, Cook County, Illinois",377.0,277.0,324.0,403.0,825.0,440.0,347.0,888.0,17,031,803006
"Census Tract 8030.07, Cook County, Illinois",365.0,159.0,310.0,395.0,344.0,302.0,179.0,897.0,17,031,803007
"Census Tract 8030.08, Cook County, Illinois",371.0,75.0,239.0,268.0,350.0,303.0,132.0,755.0,17,031,803008
"Census Tract 8030.09, Cook County, Illinois",496.0,370.0,721.0,777.0,759.0,339.0,419.0,930.0,17,031,803009
"Census Tract 8030.10, Cook County, Illinois",312.0,179.0,217.0,321.0,436.0,257.0,225.0,661.0,17,031,803010
"Census Tract 8030.11, Cook County, Illinois",577.0,208.0,488.0,455.0,601.0,668.0,399.0,910.0,17,031,803011
"Census Tract 8031, Cook County, Illinois",154.0,66.0,92.0,131.0,264.0,288.0,88.0,603.0,17,031,803100
"Census Tract 8032, Cook County, Illinois",224.0,103.0,110.0,121.0,421.0,343.0,190.0,628.0,17,031,803200
"Census Tract 8033, Cook County, Illinois",218.0,103.0,348.0,177.0,416.0,346.0,109.0,759.0,17,031,803300
"Census Tract 8034, Cook County, Illinois",287.0,139.0,236.0,158.0,367.0,399.0,198.0,1002.0,17,031,803400
"Census Tract 8035, Cook County, Illinois",274.0,84.0,146.0,198.0,209.0,248.0,152.0,945.0,17,031,803500
"Census Tract 8215, Cook County, Illinois",203.0,56.0,166.0,187.0,100.0,80.0,10.0,54.0,17,031,821500
"Census Tract 8216, Cook County, Illinois",314.0,98.0,251.0,310.0,477.0,389.0,64.0,284.0,17,031,821600
"Census Tract 8217, Cook County, Illinois",327.0,114.0,197.0,198.0,270.0,278.0,76.0,490.0,17,031,821700
"Census Tract 8218, Cook County, Illinois",397.0,206.0,343.0,445.0,621.0,185.0,139.0,216.0,17,031,821800
"Census Tract 8219, Cook County, Illinois",252.0,124.0,216.0,271.0,386.0,424.0,95.0,397.0,17,031,821900
"Census Tract 8220, Cook County, Illinois",424.0,103.0,249.0,280.0,315.0,222.0,78.0,135.0,17,031,822000
"Census Tract 8221.01, Cook County, Illinois",354.0,175.0,141.0,377.0,356.0,375.0,102.0,242.0,17,031,822101
"Census Tract 8221.02, Cook County, Illinois",175.0,128.0,241.0,191.0,413.0,141.0,125.0,252.0,17,031,822102
"Census Tract 8222, Cook County, Illinois",172.0,110.0,259.0,240.0,319.0,187.0,45.0,278.0,17,031,822200
"Census Tract 8223.01, Cook County, Illinois",165.0,186.0,285.0,238.0,366.0,210.0,100.0,172.0,17,031,822301
"Census Tract 8223.02, Cook County, Illinois",216.0,160.0,134.0,227.0,363.0,230.0,123.0,204.0,17,031,822302
"Census Tract 8224, Cook County, Illinois",246.0,230.0,409.0,292.0,463.0,355.0,142.0,343.0,17,031,822400
"Census Tract 8225, Cook County, Illinois",305.0,138.0,167.0,355.0,360.0,348.0,134.0,283.0,17,031,822500
"Census Tract 8226.01, Cook County, Illinois",175.0,143.0,207.0,188.0,410.0,339.0,95.0,402.0,17,031,822601
"Census Tract 8226.02, Cook County, Illinois",360.0,296.0,365.0,220.0,351.0,393.0,163.0,581.0,17,031,822602
"Census Tract 8227.01, Cook County, Illinois",262.0,74.0,236.0,130.0,241.0,251.0,115.0,413.0,17,031,822701
"Census Tract 8227.02, Cook County, Illinois",171.0,53.0,195.0,216.0,313.0,188.0,139.0,192.0,17,031,822702
"Census Tract 8228.01, Cook County, Illinois",216.0,154.0,237.0,205.0,509.0,202.0,64.0,243.0,17,031,822801
"Census Tract 8228.02, Cook County, Illinois",219.0,113.0,119.0,153.0,176.0,342.0,139.0,212.0,17,031,822802
"Census Tract 8229, Cook County, Illinois",167.0,138.0,49.0,203.0,160.0,213.0,0.0,61.0,17,031,822900
"Census Tract 8230.01, Cook County, Illinois",237.0,307.0,691.0,606.0,703.0,336.0,103.0,81.0,17,031,823001
"Census Tract 8230.02, Cook County, Illinois",531.0,290.0,159.0,363.0,536.0,246.0,76.0,215.0,17,031,823002
"Census Tract 8231.01, Cook County, Illinois",411.0,73.0,164.0,291.0,479.0,270.0,134.0,212.0,17,031,823101
"Census Tract 8231.02, Cook County, Illinois",111.0,128.0,310.0,212.0,276.0,312.0,133.0,170.0,17,031,823102
"Census Tract 8232, Cook County, Illinois",227.0,119.0,331.0,443.0,500.0,438.0,107.0,229.0,17,031,823200
"Census Tract 8233.02, Cook County, Illinois",514.0,147.0,237.0,574.0,683.0,397.0,175.0,141.0,17,031,823302
"Census Tract 8233.03, Cook County, Illinois",248.0,110.0,192.0,337.0,391.0,234.0,127.0,237.0,17,031,823303
"Census Tract 8233.04, Cook County, Illinois",337.0,150.0,645.0,466.0,641.0,232.0,187.0,166.0,17,031,823304
"Census Tract 8234, Cook County, Illinois",132.0,142.0,334.0,243.0,335.0,188.0,240.0,135.0,17,031,823400
"Census Tract 8235, Cook County, Illinois",266.0,165.0,334.0,372.0,413.0,134.0,55.0,279.0,17,031,823500
"Census Tract 8236.02, Cook County, Illinois",219.0,136.0,250.0,450.0,474.0,273.0,109.0,425.0,17,031,823602
"Census Tract 8236.03, Cook County, Illinois",145.0,94.0,26.0,173.0,61.0,57.0,0.0,25.0,17,031,823603
"Census Tract 8236.04, Cook County, Illinois",170.0,17.0,102.0,257.0,147.0,246.0,64.0,492.0,17,031,823604
"Census Tract 8236.05, Cook County, Illinois",445.0,89.0,119.0,162.0,250.0,248.0,141.0,378.0,17,031,823605
"Census Tract 8237.02, Cook County, Illinois",568.0,55.0,366.0,309.0,564.0,508.0,212.0,534.0,17,031,823702
"Census Tract 8237.03, Cook County, Illinois",364.0,289.0,479.0,568.0,534.0,357.0,80.0,145.0,17,031,823703
"Census Tract 8237.04, Cook County, Illinois",219.0,192.0,136.0,194.0,423.0,303.0,180.0,271.0,17,031,823704
"Census Tract 8237.05, Cook County, Illinois",246.0,288.0,377.0,252.0,313.0,385.0,132.0,193.0,17,031,823705
"Census Tract 8238.01, Cook County, Illinois",274.0,159.0,162.0,238.0,269.0,322.0,197.0,872.0,17,031,823801
"Census Tract 8238.03, Cook County, Illinois",373.0,215.0,326.0,487.0,370.0,485.0,193.0,388.0,17,031,823803
"Census Tract 8238.04, Cook County, Illinois",238.0,125.0,525.0,489.0,622.0,665.0,177.0,351.0,17,031,823804
"Census Tract 8239.01, Cook County, Illinois",176.0,99.0,179.0,152.0,172.0,203.0,83.0,604.0,17,031,823901
"Census Tract 8239.03, Cook County, Illinois",245.0,99.0,272.0,221.0,224.0,315.0,159.0,646.0,17,031,823903
"Census Tract 8239.04, Cook County, Illinois",226.0,129.0,210.0,180.0,217.0,327.0,132.0,622.0,17,031,823904
"Census Tract 8240.01, Cook County, Illinois",655.0,211.0,320.0,551.0,491.0,577.0,457.0,1557.0,17,031,824001
"Census Tract 8240.02, Cook County, Illinois",788.0,203.0,535.0,492.0,554.0,744.0,188.0,1270.0,17,031,824002
"Census Tract 8241.04, Cook County, Illinois",1213.0,583.0,1066.0,869.0,1675.0,1929.0,1116.0,3319.0,17,031,824104
"Census Tract 8241.05, Cook County, Illinois",600.0,193.0,256.0,373.0,621.0,452.0,182.0,955.0,17,031,824105
"Census Tract 8241.06, Cook County, Illinois",568.0,212.0,511.0,277.0,484.0,528.0,270.0,845.0,17,031,824106
"Census Tract 8241.07, Cook County, Illinois",437.0,202.0,284.0,346.0,328.0,400.0,199.0,663.0,17,031,824107
"Census Tract 8241.08, Cook County, Illinois",561.0,160.0,576.0,616.0,643.0,729.0,302.0,621.0,17,031,824108
"Census Tract 8241.09, Cook County, Illinois",653.0,202.0,699.0,460.0,823.0,676.0,409.0,1352.0,17,031,824109
"Census Tract 8241.10, Cook County, Illinois",636.0,325.0,665.0,609.0,593.0,563.0,339.0,759.0,17,031,824110
"Census Tract 8241.11, Cook County, Illinois",697.0,253.0,408.0,464.0,820.0,626.0,463.0,1446.0,17,031,824111
"Census Tract 8241.12, Cook County, Illinois",491.0,385.0,702.0,482.0,497.0,570.0,319.0,710.0,17,031,824112
"Census Tract 8243, Cook County, Illinois",284.0,136.0,327.0,339.0,174.0,111.0,55.0,9.0,17,031,824300
"Census Tract 8244, Cook County, Illinois",108.0,110.0,114.0,77.0,153.0,162.0,23.0,67.0,17,031,824400
"Census Tract 8245.03, Cook County, Illinois",427.0,309.0,374.0,273.0,371.0,663.0,203.0,603.0,17,031,824503
"Census Tract 8245.05, Cook County, Illinois",366.0,253.0,464.0,400.0,486.0,458.0,262.0,486.0,17,031,824505
"Census Tract 8245.06, Cook County, Illinois",423.0,331.0,573.0,475.0,503.0,381.0,266.0,760.0,17,031,824506
"Census Tract 8245.07, Cook County, Illinois",341.0,104.0,316.0,374.0,454.0,455.0,210.0,285.0,17,031,824507
"Census Tract 8246.01, Cook County, Illinois",358.0,117.0,209.0,237.0,283.0,272.0,191.0,438.0,17,031,824601
"Census Tract 8246.02, Cook County, Illinois",341.0,230.0,417.0,306.0,599.0,338.0,250.0,374.0,17,031,824602
"Census Tract 8247.01, Cook County, Illinois",215.0,163.0,259.0,225.0,314.0,261.0,62.0,175.0,17,031,824701
"Census Tract 8247.02, Cook County, Illinois",292.0,248.0,399.0,333.0,448.0,259.0,93.0,168.0,17,031,824702
"Census Tract 8248, Cook County, Illinois",302.0,296.0,507.0,397.0,494.0,326.0,192.0,67.0,17,031,824800
"Census Tract 8249, Cook County, Illinois",220.0,84.0,97.0,201.0,341.0,217.0,118.0,104.0,17,031,824900
"Census Tract 8250, Cook County, Illinois",253.0,278.0,522.0,290.0,341.0,428.0,94.0,185.0,17,031,825000
"Census Tract 8252, Cook County, Illinois",72.0,29.0,120.0,93.0,247.0,116.0,34.0,92.0,17,031,825200
"Census Tract 8253.01, Cook County, Illinois",557.0,225.0,427.0,405.0,928.0,589.0,281.0,750.0,17,031,825301
"Census Tract 8253.02, Cook County, Illinois",311.0,332.0,336.0,503.0,522.0,635.0,230.0,616.0,17,031,825302
"Census Tract 8254, Cook County, Illinois",538.0,253.0,384.0,360.0,411.0,474.0,305.0,479.0,17,031,825400
"Census Tract 8255.01, Cook County, Illinois",321.0,126.0,366.0,405.0,559.0,307.0,118.0,95.0,17,031,825501
"Census Tract 8255.03, Cook County, Illinois",382.0,123.0,267.0,303.0,488.0,327.0,257.0,489.0,17,031,825503
"Census Tract 8255.04, Cook County, Illinois",240.0,135.0,317.0,182.0,401.0,185.0,101.0,106.0,17,031,825504
"Census Tract 8255.05, Cook County, Illinois",197.0,52.0,353.0,486.0,600.0,371.0,176.0,430.0,17,031,825505
"Census Tract 8256, Cook County, Illinois",391.0,115.0,217.0,241.0,349.0,157.0,29.0,182.0,17,031,825600
"Census Tract 8257, Cook County, Illinois",297.0,110.0,252.0,248.0,312.0,222.0,22.0,104.0,17,031,825700
"Census Tract 8258.01, Cook County, Illinois",179.0,89.0,280.0,254.0,349.0,152.0,131.0,28.0,17,031,825801
"Census Tract 8258.02, Cook County, Illinois",243.0,265.0,413.0,350.0,512.0,361.0,151.0,92.0,17,031,825802
"Census Tract 8258.03, Cook County, Illinois",217.0,238.0,258.0,328.0,456.0,602.0,82.0,166.0,17,031,825803
"Census Tract 8259, Cook County, Illinois",197.0,76.0,154.0,286.0,268.0,309.0,30.0,68.0,17,031,825900
"Census Tract 8260, Cook County, Illinois",150.0,82.0,218.0,290.0,169.0,115.0,37.0,56.0,17,031,826000
"Census Tract 8261, Cook County, Illinois",311.0,236.0,386.0,498.0,633.0,302.0,105.0,101.0,17,031,826100
"Census Tract 8262.01, Cook County, Illinois",76.0,69.0,96.0,124.0,354.0,241.0,82.0,186.0,17,031,826201
"Census Tract 8262.02, Cook County, Illinois",231.0,231.0,329.0,552.0,608.0,231.0,135.0,115.0,17,031,826202
"Census Tract 8263.01, Cook County, Illinois",217.0,27.0,324.0,255.0,489.0,374.0,98.0,98.0,17,031,826301
"Census Tract 8263.03, Cook County, Illinois",363.0,120.0,217.0,168.0,290.0,258.0,117.0,200.0,17,031,826303
"Census Tract 8263.04, Cook County, Illinois",203.0,58.0,127.0,275.0,222.0,260.0,105.0,44.0,17,031,826304
"Census Tract 8264.01, Cook County, Illinois",253.0,75.0,252.0,350.0,251.0,249.0,96.0,109.0,17,031,826401
"Census Tract 8264.02, Cook County, Illinois",370.0,27.0,374.0,286.0,667.0,353.0,114.0,180.0,17,031,826402
"Census Tract 8265, Cook County, Illinois",396.0,78.0,380.0,415.0,511.0,343.0,91.0,163.0,17,031,826500
"Census Tract 8266, Cook County, Illinois",259.0,85.0,381.0,219.0,495.0,349.0,180.0,76.0,17,031,826600
"Census Tract 8267, Cook County, Illinois",239.0,121.0,349.0,579.0,412.0,256.0,31.0,68.0,17,031,826700
"Census Tract 8268, Cook County, Illinois",316.0,160.0,292.0,327.0,286.0,138.0,15.0,70.0,17,031,826800
"Census Tract 8269.01, Cook County, Illinois",124.0,98.0,39.0,224.0,280.0,55.0,0.0,0.0,17,031,826901
"Census Tract 8269.02, Cook County, Illinois",46.0,31.0,132.0,47.0,96.0,52.0,10.0,12.0,17,031,826902
"Census Tract 8270, Cook County, Illinois",193.0,53.0,153.0,160.0,251.0,216.0,25.0,42.0,17,031,827000
"Census Tract 8271, Cook County, Illinois",165.0,77.0,177.0,297.0,175.0,160.0,40.0,18.0,17,031,827100
"Census Tract 8272, Cook County, Illinois",303.0,154.0,230.0,330.0,345.0,148.0,24.0,45.0,17,031,827200
"Census Tract 8273, Cook County, Illinois",77.0,129.0,289.0,178.0,202.0,73.0,43.0,55.0,17,031,827300
"Census Tract 8274, Cook County, Illinois",241.0,85.0,299.0,163.0,335.0,44.0,40.0,100.0,17,031,827400
"Census Tract 8275, Cook County, Illinois",168.0,263.0,317.0,322.0,311.0,199.0,63.0,121.0,17,031,827500
"Census Tract 8276, Cook County, Illinois",310.0,54.0,183.0,186.0,161.0,135.0,23.0,48.0,17,031,827600
"Census Tract 8277, Cook County, Illinois",249.0,117.0,168.0,227.0,294.0,199.0,20.0,73.0,17,031,827700
"Census Tract 8278.01, Cook County, Illinois",374.0,83.0,196.0,212.0,297.0,266.0,91.0,170.0,17,031,827801
"Census Tract 8278.02, Cook County, Illinois",105.0,19.0,112.0,267.0,395.0,101.0,97.0,144.0,17,031,827802
"Census Tract 8278.04, Cook County, Illinois",124.0,34.0,143.0,157.0,218.0,318.0,75.0,163.0,17,031,827804
"Census Tract 8278.05, Cook County, Illinois",198.0,28.0,87.0,89.0,238.0,182.0,82.0,186.0,17,031,827805
"Census Tract 8279.01, Cook County, Illinois",222.0,45.0,133.0,105.0,183.0,91.0,109.0,162.0,17,031,827901
"Census Tract 8279.02, Cook County, Illinois",146.0,93.0,236.0,331.0,420.0,226.0,178.0,92.0,17,031,827902
"Census Tract 8280, Cook County, Illinois",303.0,152.0,269.0,306.0,406.0,505.0,89.0,196.0,17,031,828000
"Census Tract 8281, Cook County, Illinois",223.0,11.0,173.0,211.0,585.0,504.0,249.0,311.0,17,031,828100
"Census Tract 8282.01, Cook County, Illinois",246.0,135.0,363.0,311.0,321.0,242.0,54.0,192.0,17,031,828201
"Census Tract 8282.02, Cook County, Illinois",358.0,204.0,279.0,275.0,375.0,312.0,162.0,268.0,17,031,828202
"Census Tract 8283, Cook County, Illinois",196.0,72.0,188.0,242.0,286.0,211.0,36.0,94.0,17,031,828300
"Census Tract 8284.01, Cook County, Illinois",256.0,91.0,145.0,309.0,268.0,300.0,175.0,297.0,17,031,828401
"Census Tract 8284.02, Cook County, Illinois",222.0,149.0,167.0,208.0,314.0,376.0,102.0,190.0,17,031,828402
"Census Tract 8285.03, Cook County, Illinois",284.0,48.0,248.0,135.0,410.0,362.0,131.0,167.0,17,031,828503
"Census Tract 8285.04, Cook County, Illinois",334.0,195.0,394.0,330.0,348.0,344.0,100.0,117.0,17,031,828504
"Census Tract 8285.05, Cook County, Illinois",525.0,150.0,219.0,278.0,444.0,636.0,143.0,368.0,17,031,828505
"Census Tract 8285.06, Cook County, Illinois",398.0,274.0,238.0,466.0,560.0,634.0,185.0,557.0,17,031,828506
"Census Tract 8286.01, Cook County, Illinois",256.0,161.0,148.0,147.0,374.0,436.0,185.0,346.0,17,031,828601
"Census Tract 8286.02, Cook County, Illinois",325.0,75.0,146.0,292.0,237.0,197.0,245.0,435.0,17,031,828602
"Census Tract 8287.01, Cook County, Illinois",268.0,52.0,260.0,300.0,328.0,264.0,155.0,186.0,17,031,828701
"Census Tract 8287.02, Cook County, Illinois",362.0,97.0,184.0,423.0,396.0,281.0,144.0,290.0,17,031,828702
"Census Tract 8288.01, Cook County, Illinois",262.0,104.0,234.0,235.0,386.0,260.0,105.0,524.0,17,031,828801
"Census Tract 8288.02, Cook County, Illinois",281.0,66.0,162.0,209.0,216.0,305.0,35.0,122.0,17,031,828802
"Census Tract 8289, Cook County, Illinois",197.0,153.0,306.0,256.0,158.0,210.0,64.0,38.0,17,031,828900
"Census Tract 8290, Cook County, Illinois",52.0,53.0,29.0,30.0,24.0,39.0,0.0,0.0,17,031,829000
"Census Tract 8291, Cook County, Illinois",293.0,169.0,400.0,289.0,79.0,15.0,63.0,8.0,17,031,829100
"Census Tract 8292, Cook County, Illinois",210.0,330.0,446.0,292.0,357.0,242.0,117.0,69.0,17,031,829200
"Census Tract 8293.01, Cook County, Illinois",234.0,93.0,263.0,239.0,308.0,179.0,64.0,219.0,17,031,829301
"Census Tract 8293.02, Cook County, Illinois",123.0,127.0,254.0,208.0,102.0,32.0,62.0,74.0,17,031,829302
"Census Tract 8294.01, Cook County, Illinois",54.0,117.0,65.0,84.0,95.0,0.0,11.0,11.0,17,031,829401
"Census Tract 8294.02, Cook County, Illinois",227.0,84.0,456.0,393.0,328.0,188.0,29.0,102.0,17,031,829402
"Census Tract 8295, Cook County, Illinois",179.0,151.0,273.0,199.0,330.0,216.0,47.0,65.0,17,031,829500
"Census Tract 8296, Cook County, Illinois",229.0,69.0,193.0,207.0,359.0,258.0,46.0,74.0,17,031,829600
"Census Tract 8297, Cook County, Illinois",190.0,86.0,257.0,263.0,146.0,154.0,88.0,158.0,17,031,829700
"Census Tract 8298, Cook County, Illinois",266.0,204.0,422.0,216.0,551.0,301.0,253.0,859.0,17,031,829800
"Census Tract 8299.01, Cook County, Illinois",444.0,282.0,284.0,537.0,742.0,330.0,179.0,553.0,17,031,829901
"Census Tract 8299.02, Cook County, Illinois",291.0,116.0,144.0,438.0,350.0,408.0,168.0,553.0,17,031,829902
"Census Tract 8300.01, Cook County, Illinois",131.0,62.0,103.0,146.0,136.0,67.0,10.0,32.0,17,031,830001
"Census Tract 8300.02, Cook County, Illinois",715.0,179.0,287.0,642.0,741.0,544.0,389.0,688.0,17,031,830002
"Census Tract 8300.03, Cook County, Illinois",416.0,161.0,261.0,317.0,480.0,608.0,440.0,410.0,17,031,830003
"Census Tract 8300.04, Cook County, Illinois",331.0,249.0,228.0,244.0,583.0,472.0,140.0,666.0,17,031,830004
"Census Tract 8300.05, Cook County, Illinois",177.0,91.0,144.0,77.0,181.0,171.0,75.0,453.0,17,031,830005
"Census Tract 8300.06, Cook County, Illinois",96.0,32.0,88.0,244.0,225.0,127.0,107.0,106.0,17,031,830006
"Census Tract 8301, Cook County, Illinois",356.0,104.0,107.0,162.0,428.0,194.0,102.0,63.0,17,031,830100
"Census Tract 8302.01, Cook County, Illinois",185.0,109.0,212.0,471.0,735.0,214.0,179.0,249.0,17,031,830201
"Census Tract 8302.02, Cook County, Illinois",103.0,111.0,231.0,128.0,337.0,178.0,156.0,140.0,17,031,830202
"Census Tract 8303, Cook County, Illinois",319.0,255.0,429.0,547.0,635.0,258.0,53.0,63.0,17,031,830300
"Census Tract 8304, Cook County, Illinois",140.0,119.0,227.0,309.0,544.0,218.0,88.0,175.0,17,031,830400
