NAME,B15001_004E,B15001_005E,B15001_012E,B15001_013E,B15001_020E,B15001_021E,B15001_028E,B15001_029E,B15001_036E,B15001_037E,B15001_045E,B15001_046E,B15001_053E,B15001_054E,B15001_061E,B15001_062E,B15001_069E,B15001_070E,B15001_077E,B15001_078E,B15001_006E,B15001_014E,B15001_022E,B15001_030E,B15001_038E,B15001_047E,B15001_055E,B15001_063E,B15001_071E,B15001_079E,B15001_007E,B15001_008E,B15001_015E,B15001_016E,B15001_023E,B15001_024E,B15001_031E,B15001_032E,B15001_039E,B15001_040E,B15001_048E,B15001_049E,B15001_056E,B15001_057E,B15001_064E,B15001_065E,B15001_072E,B15001_073E,state,county,tract,B15001_080E,B15001_081E,B15001_009E,B15001_017E,B15001_025E,B15001_033E,B15001_041E,B15001_050E,B15001_058E,B15001_066E,B15001_074E,B15001_082E,B15001_010E,B15001_018E,B15001_026E,B15001_034E,B15001_042E,B15001_051E,B15001_059E,B15001_067E,B15001_075E,B15001_083E
"Census Tract 8222, Cook County, Illinois",0.0,13.0,0.0,12.0,20.0,24.0,55.0,27.0,54.0,56.0,0.0,12.0,7.0,0.0,0.0,7.0,33.0,40.0,27.0,47.0,74.0,63.0,48.0,141.0,58.0,87.0,59.0,53.0,191.0,135.0,147.0,0.0,57.0,43.0,39.0,19.0,91.0,34.0,20.0,7.0,70.0,11.0,0.0,12.0,88.0,4.0,96.0,46.0,17,031,822200,66.0,37.0,31.0,19.0,71.0,103.0,8.0,63.0,31.0,47.0,57.0,8.0,13.0,0.0,8.0,35.0,7.0,0.0,45.0,0.0,35.0,10.0
"Census Tract 8223.01, Cook County, Illinois",5.0,7.0,0.0,38.0,11.0,0.0,56.0,55.0,17.0,29.0,0.0,25.0,0.0,37.0,53.0,0.0,75.0,17.0,58.0,38.0,64.0,25.0,64.0,232.0,28.0,24.0,13.0,134.0,216.0,94.0,124.0,14.0,57.0,0.0,60.0,13.0,130.0,32.0,28.0,5.0,32.0,8.0,41.0,18.0,76.0,45.0,68.0,17.0,17,031,822301,23.0,0.0,49.0,12.0,52.0,33.0,19.0,18.0,14.0,62.0,50.0,20.0,0.0,16.0,0.0,15.0,0.0,0.0,0.0,22.0,25.0,0.0
"Census Tract 8223.02, Cook County, Illinois",0.0,61.0,0.0,0.0,4.0,0.0,3.0,57.0,90.0,44.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,126.0,226.0,11.0,181.0,88.0,153.0,128.0,35.0,36.0,109.0,194.0,249.0,72.0,0.0,32.0,45.0,75.0,34.0,101.0,44.0,30.0,0.0,69.0,12.0,31.0,22.0,43.0,51.0,139.0,22.0,17,031,822302,43.0,0.0,13.0,19.0,22.0,90.0,21.0,18.0,104.0,45.0,42.0,25.0,0.0,44.0,17.0,0.0,0.0,0.0,23.0,13.0,18.0,0.0
"Census Tract 8224, Cook County, Illinois",0.0,123.0,10.0,0.0,39.0,79.0,35.0,88.0,95.0,24.0,0.0,0.0,20.0,39.0,13.0,57.0,143.0,73.0,88.0,77.0,52.0,127.0,74.0,365.0,149.0,97.0,120.0,145.0,308.0,113.0,94.0,18.0,58.0,11.0,160.0,22.0,106.0,54.0,49.0,0.0,130.0,10.0,129.0,130.0,66.0,0.0,144.0,53.0,17,031,822400,73.0,0.0,36.0,38.0,61.0,27.0,12.0,15.0,37.0,43.0,48.0,0.0,0.0,46.0,33.0,13.0,0.0,0.0,67.0,12.0,0.0,14.0
"Census Tract 8225, Cook County, Illinois",0.0,37.0,0.0,43.0,0.0,22.0,36.0,13.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,43.0,30.0,67.0,78.0,225.0,88.0,64.0,29.0,105.0,275.0,169.0,41.0,24.0,49.0,45.0,50.0,9.0,172.0,37.0,75.0,0.0,159.0,0.0,45.0,21.0,36.0,36.0,63.0,47.0,17,031,822500,60.0,30.0,37.0,34.0,45.0,95.0,10.0,35.0,85.0,76.0,145.0,9.0,0.0,0.0,32.0,37.0,25.0,9.0,33.0,39.0,89.0,0.0
"Census Tract 8226.01, Cook County, Illinois",0.0,9.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,14.0,0.0,0.0,17.0,0.0,0.0,0.0,40.0,20.0,44.0,50.0,35.0,109.0,24.0,148.0,135.0,58.0,118.0,31.0,131.0,286.0,48.0,0.0,37.0,0.0,155.0,0.0,185.0,26.0,50.0,13.0,33.0,0.0,43.0,30.0,108.0,27.0,72.0,47.0,17,031,822601,105.0,22.0,36.0,66.0,47.0,107.0,17.0,10.0,96.0,50.0,129.0,46.0,0.0,0.0,67.0,51.0,7.0,0.0,55.0,26.0,76.0,8.0
"Census Tract 8226.02, Cook County, Illinois",0.0,27.0,0.0,30.0,0.0,0.0,14.0,9.0,77.0,69.0,0.0,9.0,0.0,50.0,0.0,25.0,18.0,146.0,87.0,110.0,73.0,159.0,42.0,312.0,124.0,31.0,54.0,61.0,200.0,365.0,157.0,0.0,94.0,79.0,114.0,0.0,63.0,35.0,95.0,0.0,214.0,26.0,60.0,42.0,114.0,62.0,210.0,117.0,17,031,822602,114.0,14.0,46.0,60.0,72.0,197.0,36.0,32.0,63.0,27.0,151.0,23.0,0.0,0.0,40.0,156.0,54.0,0.0,37.0,62.0,29.0,65.0
"Census Tract 8227.01, Cook County, Illinois",0.0,0.0,18.0,12.0,0.0,0.0,17.0,7.0,0.0,11.0,0.0,0.0,0.0,50.0,0.0,0.0,12.0,14.0,165.0,101.0,42.0,18.0,106.0,46.0,66.0,35.0,0.0,17.0,94.0,340.0,13.0,10.0,64.0,29.0,94.0,0.0,146.0,30.0,137.0,0.0,42.0,13.0,68.0,26.0,33.0,23.0,173.0,13.0,17,031,822701,157.0,0.0,27.0,151.0,42.0,129.0,59.0,0.0,81.0,85.0,143.0,34.0,0.0,0.0,0.0,60.0,39.0,11.0,32.0,23.0,49.0,53.0
"Census Tract 8227.02, Cook County, Illinois",0.0,19.0,0.0,7.0,0.0,19.0,28.0,8.0,21.0,21.0,0.0,0.0,20.0,31.0,0.0,0.0,0.0,38.0,18.0,77.0,31.0,73.0,29.0,116.0,140.0,47.0,16.0,10.0,138.0,274.0,93.0,0.0,24.0,0.0,43.0,24.0,99.0,32.0,95.0,7.0,80.0,39.0,83.0,7.0,105.0,78.0,123.0,24.0,17,031,822702,78.0,6.0,30.0,48.0,50.0,131.0,11.0,8.0,8.0,24.0,70.0,55.0,0.0,0.0,24.0,29.0,22.0,0.0,9.0,41.0,26.0,11.0
"Census Tract 8228.01, Cook County, Illinois",0.0,15.0,0.0,0.0,8.0,15.0,0.0,0.0,14.0,21.0,0.0,7.0,0.0,0.0,8.0,29.0,9.0,0.0,76.0,58.0,117.0,39.0,68.0,110.0,62.0,71.0,45.0,95.0,95.0,124.0,22.0,24.0,103.0,55.0,54.0,13.0,33.0,19.0,26.0,11.0,24.0,14.0,58.0,2.0,27.0,0.0,88.0,56.0,17,031,822801,61.0,23.0,23.0,38.0,44.0,105.0,29.0,9.0,144.0,48.0,57.0,35.0,0.0,9.0,18.0,90.0,9.0,0.0,42.0,90.0,61.0,0.0
"Census Tract 8228.02, Cook County, Illinois",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,57.0,24.0,12.0,21.0,107.0,103.0,32.0,12.0,11.0,129.0,251.0,78.0,0.0,14.0,22.0,34.0,21.0,83.0,19.0,111.0,0.0,0.0,0.0,21.0,5.0,19.0,14.0,96.0,27.0,17,031,822802,36.0,0.0,9.0,196.0,31.0,84.0,40.0,8.0,60.0,94.0,127.0,8.0,0.0,36.0,12.0,193.0,8.0,0.0,163.0,17.0,116.0,8.0
"Census Tract 8229, Cook County, Illinois",0.0,47.0,0.0,50.0,0.0,0.0,12.0,21.0,24.0,0.0,0.0,0.0,0.0,38.0,0.0,58.0,0.0,10.0,0.0,11.0,44.0,12.0,42.0,138.0,45.0,12.0,23.0,12.0,118.0,70.0,11.0,9.0,37.0,0.0,48.0,0.0,46.0,0.0,55.0,0.0,115.0,36.0,67.0,0.0,24.0,23.0,68.0,11.0,17,031,822900,39.0,0.0,0.0,24.0,0.0,11.0,0.0,11.0,12.0,0.0,23.0,0.0,0.0,13.0,0.0,24.0,0.0,0.0,0.0,0.0,10.0,12.0
"Census Tract 8230.01, Cook County, Illinois",45.0,57.0,149.0,143.0,29.0,30.0,0.0,188.0,149.0,54.0,0.0,9.0,32.0,0.0,46.0,0.0,0.0,62.0,182.0,93.0,89.0,188.0,115.0,215.0,165.0,22.0,146.0,224.0,230.0,323.0,178.0,20.0,164.0,31.0,204.0,23.0,101.0,16.0,26.0,0.0,72.0,9.0,299.0,35.0,145.0,28.0,165.0,68.0,17,031,823001,53.0,0.0,27.0,92.0,61.0,71.0,10.0,76.0,89.0,98.0,0.0,38.0,0.0,16.0,30.0,10.0,0.0,0.0,9.0,18.0,0.0,0.0
"Census Tract 8230.02, Cook County, Illinois",0.0,37.0,0.0,0.0,24.0,108.0,0.0,56.0,27.0,37.0,0.0,58.0,0.0,23.0,0.0,0.0,11.0,22.0,11.0,64.0,162.0,133.0,136.0,157.0,104.0,84.0,84.0,21.0,225.0,216.0,32.0,67.0,152.0,24.0,71.0,0.0,146.0,142.0,79.0,0.0,80.0,22.0,68.0,0.0,219.0,14.0,170.0,14.0,17,031,823002,41.0,0.0,0.0,39.0,43.0,49.0,10.0,62.0,82.0,52.0,76.0,24.0,0.0,13.0,0.0,23.0,0.0,0.0,56.0,22.0,74.0,0.0
"Census Tract 8231.01, Cook County, Illinois",0.0,13.0,0.0,21.0,35.0,38.0,44.0,39.0,14.0,15.0,0.0,8.0,0.0,22.0,0.0,27.0,0.0,13.0,0.0,51.0,100.0,75.0,139.0,271.0,105.0,36.0,97.0,161.0,300.0,109.0,92.0,9.0,65.0,22.0,71.0,51.0,111.0,9.0,8.0,0.0,75.0,8.0,59.0,41.0,33.0,0.0,56.0,77.0,17,031,823101,65.0,0.0,14.0,32.0,7.0,73.0,0.0,19.0,75.0,70.0,45.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,11.0,8.0,41.0,29.0
"Census Tract 8231.02, Cook County, Illinois",0.0,67.0,12.0,15.0,61.0,24.0,20.0,24.0,22.0,14.0,0.0,3.0,0.0,7.0,0.0,29.0,0.0,44.0,0.0,41.0,93.0,94.0,150.0,182.0,54.0,10.0,37.0,61.0,218.0,127.0,18.0,10.0,72.0,8.0,104.0,0.0,143.0,36.0,56.0,29.0,22.0,0.0,37.0,30.0,118.0,35.0,93.0,42.0,17,031,823102,49.0,0.0,8.0,38.0,52.0,49.0,35.0,22.0,23.0,42.0,86.0,22.0,0.0,0.0,16.0,0.0,6.0,0.0,12.0,0.0,37.0,0.0
"Census Tract 8232, Cook County, Illinois",0.0,0.0,0.0,23.0,0.0,22.0,15.0,35.0,7.0,27.0,0.0,7.0,0.0,0.0,11.0,38.0,20.0,22.0,9.0,49.0,33.0,141.0,158.0,194.0,74.0,110.0,38.0,146.0,335.0,167.0,69.0,0.0,23.0,18.0,79.0,10.0,290.0,37.0,58.0,0.0,91.0,8.0,64.0,12.0,88.0,108.0,222.0,15.0,17,031,823200,76.0,8.0,64.0,51.0,44.0,62.0,10.0,10.0,89.0,23.0,102.0,8.0,0.0,0.0,30.0,8.0,8.0,7.0,22.0,0.0,39.0,0.0
"Census Tract 8233.02, Cook County, Illinois",30.0,31.0,41.0,13.0,0.0,26.0,25.0,57.0,13.0,42.0,13.0,35.0,40.0,0.0,0.0,26.0,38.0,48.0,42.0,95.0,65.0,267.0,15.0,258.0,103.0,82.0,142.0,62.0,378.0,252.0,45.0,54.0,250.0,30.0,174.0,0.0,131.0,78.0,36.0,0.0,120.0,45.0,199.0,42.0,89.0,37.0,154.0,126.0,17,031,823302,39.0,47.0,52.0,53.0,76.0,26.0,0.0,34.0,19.0,54.0,14.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,104.0,51.0,23.0,11.0
"Census Tract 8233.03, Cook County, Illinois",0.0,34.0,0.0,43.0,10.0,32.0,0.0,21.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,17.0,12.0,41.0,84.0,197.0,124.0,123.0,72.0,55.0,25.0,136.0,118.0,215.0,23.0,21.0,78.0,25.0,132.0,8.0,157.0,58.0,19.0,0.0,56.0,12.0,40.0,32.0,93.0,9.0,194.0,56.0,17,031,823303,22.0,0.0,21.0,65.0,9.0,39.0,30.0,36.0,126.0,30.0,72.0,13.0,0.0,12.0,11.0,23.0,0.0,0.0,0.0,13.0,45.0,9.0
"Census Tract 8233.04, Cook County, Illinois",15.0,11.0,9.0,46.0,6.0,33.0,25.0,75.0,4.0,34.0,0.0,11.0,0.0,65.0,14.0,24.0,8.0,55.0,21.0,12.0,119.0,159.0,120.0,390.0,156.0,31.0,61.0,114.0,356.0,219.0,91.0,8.0,219.0,12.0,89.0,4.0,207.0,54.0,110.0,17.0,123.0,38.0,145.0,47.0,128.0,71.0,167.0,80.0,17,031,823304,103.0,6.0,4.0,80.0,61.0,27.0,18.0,18.0,25.0,44.0,93.0,17.0,0.0,0.0,23.0,12.0,11.0,5.0,11.0,34.0,17.0,15.0
"Census Tract 8234, Cook County, Illinois",0.0,19.0,20.0,69.0,10.0,10.0,32.0,56.0,44.0,15.0,0.0,22.0,38.0,68.0,0.0,14.0,68.0,49.0,9.0,20.0,119.0,182.0,129.0,184.0,143.0,109.0,140.0,99.0,251.0,95.0,0.0,0.0,65.0,31.0,49.0,0.0,91.0,51.0,55.0,12.0,111.0,18.0,38.0,0.0,107.0,71.0,102.0,82.0,17,031,823400,29.0,0.0,17.0,21.0,21.0,67.0,10.0,17.0,45.0,74.0,49.0,0.0,0.0,0.0,9.0,38.0,0.0,0.0,0.0,10.0,36.0,0.0
"Census Tract 8235, Cook County, Illinois",0.0,0.0,53.0,50.0,26.0,23.0,10.0,58.0,3.0,9.0,11.0,23.0,61.0,22.0,8.0,25.0,42.0,28.0,40.0,8.0,37.0,62.0,62.0,286.0,104.0,340.0,73.0,139.0,160.0,98.0,81.0,0.0,35.0,8.0,60.0,22.0,66.0,8.0,73.0,0.0,77.0,4.0,16.0,49.0,166.0,8.0,128.0,9.0,17,031,823500,73.0,32.0,4.0,11.0,0.0,70.0,43.0,44.0,12.0,34.0,60.0,9.0,7.0,10.0,0.0,154.0,8.0,13.0,15.0,18.0,27.0,20.0
"Census Tract 8236.02, Cook County, Illinois",0.0,0.0,0.0,45.0,0.0,9.0,0.0,64.0,82.0,37.0,0.0,0.0,0.0,12.0,0.0,9.0,33.0,59.0,45.0,367.0,54.0,73.0,113.0,159.0,538.0,15.0,115.0,76.0,281.0,943.0,64.0,0.0,171.0,0.0,77.0,9.0,111.0,18.0,100.0,42.0,47.0,6.0,57.0,57.0,65.0,57.0,118.0,48.0,17,031,823602,173.0,12.0,27.0,169.0,54.0,172.0,48.0,7.0,123.0,19.0,145.0,109.0,0.0,11.0,0.0,18.0,47.0,0.0,31.0,14.0,83.0,10.0
"Census Tract 8236.03, Cook County, Illinois",0.0,0.0,22.0,0.0,56.0,74.0,31.0,8.0,13.0,8.0,0.0,7.0,42.0,31.0,39.0,13.0,12.0,0.0,70.0,14.0,30.0,11.0,103.0,50.0,38.0,14.0,129.0,21.0,55.0,0.0,23.0,0.0,20.0,0.0,12.0,0.0,76.0,9.0,13.0,0.0,9.0,0.0,37.0,24.0,4.0,3.0,88.0,21.0,17,031,823603,12.0,0.0,0.0,13.0,6.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 8236.04, Cook County, Illinois",0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,8.0,21.0,0.0,38.0,43.0,139.0,98.0,15.0,68.0,31.0,123.0,200.0,80.0,0.0,6.0,60.0,49.0,5.0,73.0,55.0,33.0,20.0,23.0,0.0,36.0,6.0,31.0,11.0,113.0,68.0,17,031,823604,51.0,34.0,0.0,29.0,31.0,135.0,32.0,7.0,40.0,80.0,132.0,10.0,0.0,9.0,26.0,105.0,23.0,12.0,5.0,46.0,48.0,60.0
"Census Tract 8236.05, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,36.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,39.0,163.0,86.0,26.0,141.0,118.0,260.0,32.0,29.0,214.0,162.0,246.0,0.0,43.0,10.0,63.0,7.0,147.0,24.0,68.0,10.0,125.0,0.0,0.0,14.0,13.0,20.0,129.0,74.0,17,031,823605,62.0,16.0,40.0,2.0,43.0,139.0,62.0,26.0,62.0,44.0,92.0,49.0,0.0,26.0,9.0,66.0,93.0,0.0,68.0,9.0,123.0,78.0
"Census Tract 8237.02, Cook County, Illinois",13.0,24.0,0.0,0.0,0.0,15.0,0.0,44.0,34.0,22.0,0.0,16.0,28.0,94.0,0.0,0.0,0.0,99.0,65.0,105.0,93.0,138.0,113.0,159.0,164.0,66.0,148.0,79.0,352.0,123.0,118.0,106.0,41.0,37.0,61.0,127.0,203.0,123.0,60.0,0.0,150.0,14.0,49.0,74.0,173.0,51.0,269.0,95.0,17,031,823702,74.0,9.0,46.0,172.0,92.0,109.0,55.0,25.0,78.0,82.0,105.0,52.0,0.0,43.0,33.0,121.0,20.0,0.0,45.0,10.0,98.0,21.0
"Census Tract 8237.03, Cook County, Illinois",0.0,27.0,0.0,21.0,18.0,92.0,96.0,35.0,47.0,56.0,0.0,0.0,0.0,39.0,17.0,78.0,26.0,169.0,51.0,74.0,44.0,107.0,215.0,471.0,200.0,49.0,43.0,143.0,306.0,193.0,55.0,61.0,90.0,15.0,65.0,29.0,102.0,45.0,45.0,0.0,115.0,50.0,159.0,53.0,91.0,72.0,232.0,18.0,17,031,823703,44.0,16.0,30.0,37.0,43.0,114.0,27.0,13.0,43.0,66.0,90.0,11.0,0.0,13.0,40.0,43.0,41.0,16.0,57.0,33.0,28.0,0.0
"Census Tract 8237.04, Cook County, Illinois",0.0,48.0,0.0,15.0,13.0,22.0,0.0,83.0,19.0,31.0,0.0,10.0,12.0,13.0,12.0,8.0,11.0,15.0,47.0,32.0,118.0,122.0,36.0,247.0,100.0,44.0,0.0,65.0,267.0,118.0,64.0,11.0,0.0,0.0,91.0,31.0,94.0,65.0,71.0,0.0,42.0,0.0,16.0,14.0,77.0,13.0,109.0,47.0,17,031,823704,84.0,0.0,10.0,55.0,60.0,63.0,29.0,29.0,59.0,54.0,103.0,58.0,0.0,13.0,0.0,73.0,36.0,10.0,28.0,66.0,76.0,29.0
"Census Tract 8237.05, Cook County, Illinois",0.0,11.0,0.0,10.0,0.0,11.0,26.0,96.0,0.0,46.0,23.0,38.0,0.0,24.0,22.0,35.0,61.0,45.0,59.0,34.0,86.0,117.0,107.0,192.0,94.0,114.0,159.0,52.0,137.0,149.0,158.0,8.0,22.0,0.0,36.0,50.0,129.0,43.0,20.0,0.0,79.0,10.0,58.0,33.0,42.0,36.0,188.0,56.0,17,031,823705,59.0,0.0,0.0,98.0,13.0,140.0,21.0,21.0,51.0,17.0,56.0,12.0,0.0,13.0,0.0,61.0,38.0,9.0,0.0,67.0,58.0,0.0
"Census Tract 8238.01, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,48.0,16.0,51.0,37.0,35.0,192.0,108.0,71.0,0.0,96.0,166.0,249.0,64.0,40.0,14.0,0.0,163.0,16.0,202.0,57.0,67.0,61.0,94.0,23.0,47.0,15.0,150.0,20.0,171.0,77.0,17,031,823801,157.0,16.0,35.0,72.0,27.0,296.0,35.0,92.0,86.0,153.0,204.0,107.0,0.0,17.0,61.0,151.0,36.0,0.0,0.0,62.0,177.0,14.0
"Census Tract 8238.03, Cook County, Illinois",0.0,46.0,0.0,8.0,0.0,38.0,56.0,138.0,153.0,37.0,0.0,0.0,0.0,19.0,0.0,78.0,58.0,127.0,173.0,99.0,19.0,52.0,234.0,253.0,219.0,155.0,43.0,66.0,262.0,388.0,63.0,12.0,46.0,104.0,98.0,54.0,235.0,31.0,176.0,0.0,56.0,0.0,17.0,98.0,149.0,59.0,348.0,47.0,17,031,823803,95.0,32.0,27.0,61.0,52.0,128.0,9.0,16.0,89.0,45.0,177.0,42.0,0.0,46.0,13.0,107.0,50.0,0.0,61.0,12.0,120.0,0.0
"Census Tract 8238.04, Cook County, Illinois",0.0,15.0,0.0,66.0,0.0,62.0,33.0,28.0,75.0,95.0,0.0,18.0,0.0,18.0,0.0,23.0,0.0,50.0,30.0,121.0,34.0,109.0,168.0,304.0,221.0,16.0,46.0,126.0,292.0,309.0,49.0,14.0,117.0,67.0,162.0,0.0,407.0,14.0,83.0,8.0,48.0,49.0,248.0,40.0,275.0,44.0,223.0,115.0,17,031,823804,188.0,37.0,0.0,108.0,0.0,48.0,13.0,0.0,160.0,85.0,70.0,10.0,0.0,0.0,13.0,61.0,20.0,0.0,28.0,49.0,47.0,0.0
"Census Tract 8239.01, Cook County, Illinois",0.0,0.0,0.0,14.0,0.0,0.0,10.0,36.0,14.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,8.0,0.0,28.0,8.0,9.0,0.0,29.0,68.0,99.0,48.0,24.0,42.0,94.0,191.0,12.0,0.0,0.0,0.0,22.0,0.0,132.0,32.0,85.0,21.0,29.0,0.0,19.0,14.0,19.0,0.0,174.0,50.0,17,031,823901,166.0,0.0,52.0,24.0,78.0,155.0,92.0,18.0,52.0,70.0,181.0,90.0,0.0,49.0,27.0,142.0,56.0,0.0,37.0,51.0,170.0,27.0
"Census Tract 8239.03, Cook County, Illinois",0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,26.0,86.0,0.0,21.0,24.0,0.0,0.0,0.0,0.0,34.0,79.0,79.0,85.0,31.0,48.0,120.0,89.0,48.0,11.0,17.0,120.0,234.0,41.0,9.0,33.0,9.0,48.0,73.0,183.0,49.0,107.0,12.0,71.0,9.0,37.0,79.0,49.0,48.0,120.0,61.0,17,031,823903,120.0,0.0,25.0,72.0,87.0,207.0,79.0,18.0,108.0,74.0,176.0,43.0,0.0,13.0,45.0,199.0,27.0,0.0,25.0,72.0,191.0,0.0
"Census Tract 8239.04, Cook County, Illinois",0.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,10.0,0.0,10.0,0.0,0.0,0.0,17.0,0.0,12.0,10.0,26.0,34.0,16.0,29.0,122.0,108.0,11.0,0.0,16.0,269.0,324.0,63.0,0.0,9.0,0.0,34.0,9.0,139.0,12.0,103.0,11.0,44.0,0.0,50.0,9.0,51.0,9.0,190.0,31.0,17,031,823904,156.0,12.0,12.0,64.0,163.0,151.0,146.0,14.0,82.0,91.0,187.0,122.0,0.0,34.0,15.0,207.0,146.0,0.0,13.0,66.0,142.0,122.0
"Census Tract 8240.01, Cook County, Illinois",0.0,59.0,0.0,44.0,0.0,0.0,122.0,27.0,59.0,58.0,0.0,58.0,0.0,0.0,0.0,66.0,47.0,178.0,150.0,79.0,167.0,135.0,166.0,322.0,202.0,90.0,55.0,114.0,428.0,598.0,54.0,34.0,155.0,46.0,152.0,96.0,281.0,117.0,80.0,13.0,188.0,0.0,83.0,21.0,189.0,69.0,436.0,91.0,17,031,824001,105.0,54.0,17.0,140.0,233.0,338.0,131.0,44.0,106.0,275.0,308.0,83.0,0.0,0.0,190.0,346.0,13.0,0.0,55.0,130.0,165.0,70.0
"Census Tract 8240.02, Cook County, Illinois",0.0,47.0,0.0,0.0,0.0,26.0,0.0,27.0,15.0,43.0,12.0,28.0,0.0,0.0,0.0,7.0,0.0,41.0,76.0,49.0,234.0,81.0,124.0,317.0,131.0,102.0,29.0,102.0,318.0,380.0,113.0,14.0,50.0,0.0,159.0,55.0,291.0,193.0,105.0,13.0,86.0,47.0,34.0,0.0,169.0,65.0,385.0,268.0,17,031,824002,119.0,55.0,72.0,120.0,169.0,427.0,79.0,69.0,88.0,282.0,195.0,33.0,13.0,32.0,46.0,250.0,90.0,0.0,75.0,80.0,216.0,45.0
"Census Tract 8241.04, Cook County, Illinois",0.0,81.0,0.0,15.0,0.0,52.0,10.0,48.0,78.0,49.0,0.0,41.0,30.0,0.0,0.0,47.0,9.0,62.0,247.0,260.0,122.0,101.0,268.0,952.0,593.0,192.0,147.0,237.0,1154.0,1177.0,279.0,78.0,122.0,44.0,398.0,80.0,951.0,339.0,424.0,43.0,247.0,90.0,135.0,171.0,416.0,194.0,1085.0,412.0,17,031,824104,604.0,28.0,172.0,408.0,557.0,1028.0,251.0,140.0,416.0,655.0,737.0,100.0,7.0,123.0,265.0,467.0,67.0,13.0,134.0,272.0,478.0,48.0
"Census Tract 8241.05, Cook County, Illinois",0.0,0.0,0.0,9.0,0.0,88.0,0.0,31.0,28.0,0.0,0.0,46.0,0.0,0.0,0.0,13.0,0.0,51.0,62.0,23.0,85.0,43.0,68.0,258.0,133.0,113.0,52.0,112.0,240.0,191.0,173.0,25.0,34.0,40.0,120.0,58.0,263.0,110.0,60.0,30.0,96.0,32.0,6.0,20.0,106.0,31.0,256.0,156.0,17,031,824105,81.0,0.0,60.0,85.0,158.0,354.0,41.0,46.0,152.0,156.0,294.0,49.0,0.0,52.0,39.0,185.0,49.0,0.0,72.0,31.0,108.0,27.0
"Census Tract 8241.06, Cook County, Illinois",0.0,41.0,0.0,89.0,0.0,0.0,0.0,35.0,0.0,12.0,0.0,17.0,0.0,0.0,0.0,0.0,8.0,0.0,30.0,83.0,149.0,273.0,137.0,203.0,89.0,49.0,82.0,97.0,241.0,267.0,69.0,10.0,65.0,107.0,23.0,37.0,383.0,72.0,71.0,16.0,94.0,30.0,30.0,36.0,61.0,15.0,424.0,53.0,17,031,824106,129.0,16.0,34.0,127.0,108.0,293.0,73.0,62.0,221.0,132.0,229.0,45.0,0.0,0.0,61.0,135.0,60.0,18.0,59.0,76.0,184.0,26.0
"Census Tract 8241.07, Cook County, Illinois",0.0,20.0,0.0,0.0,0.0,0.0,0.0,74.0,26.0,75.0,0.0,12.0,0.0,0.0,0.0,0.0,17.0,77.0,23.0,104.0,48.0,102.0,72.0,169.0,319.0,52.0,27.0,75.0,254.0,584.0,49.0,26.0,0.0,16.0,86.0,15.0,317.0,69.0,136.0,22.0,97.0,0.0,16.0,56.0,125.0,34.0,271.0,68.0,17,031,824107,66.0,13.0,60.0,14.0,63.0,201.0,37.0,29.0,166.0,54.0,192.0,24.0,0.0,64.0,48.0,165.0,66.0,0.0,53.0,79.0,237.0,23.0
"Census Tract 8241.08, Cook County, Illinois",0.0,31.0,0.0,0.0,0.0,59.0,0.0,52.0,36.0,64.0,0.0,42.0,0.0,17.0,0.0,0.0,11.0,0.0,59.0,26.0,121.0,196.0,196.0,336.0,88.0,202.0,200.0,222.0,373.0,140.0,121.0,0.0,89.0,37.0,121.0,25.0,155.0,89.0,66.0,9.0,127.0,46.0,13.0,151.0,215.0,132.0,288.0,130.0,17,031,824108,14.0,0.0,21.0,102.0,266.0,170.0,21.0,18.0,155.0,176.0,171.0,25.0,0.0,46.0,43.0,66.0,15.0,0.0,35.0,53.0,35.0,49.0
